# Mohammadian (1972) cubic (concave) ramp experiment
# PJ, 15-Aug-2013
# x(inch)       delta-star(inch)
0.498857054648  0.0560979993698
1.00130894204  0.0772901727846
1.50473354888  0.0890372403526
1.99389512816  0.0892783056073
2.46820158976  0.0837625634118
2.98441957196  0.0712859562572
3.51169695137  0.0514226021937
3.99263270748  0.0315364103692
4.50855464463  0.0219344006462
