# mohammadian-figure-10-stanton.data
# Experimental data for concave (cubic) wedge.
# PJ, 11-Aug-2013
# x(inch)       St.sqrt(R)
0.99344330658  0.570343571299
1.49299318549  0.4759449373
1.98722473229  0.627697028356
2.48652102185  0.902651276611
2.9907975244  1.42392530948
3.47924582529  2.49897507639
3.98270520661  4.21038617431
4.23392067443  5.81505729006
4.48474166994  7.99427733376
4.73537951759  10.4402522369
4.90876418868  12.9054787978
