-2.586327e-03 0.000000e+00 0.000000e+00
-2.580893e-03 1.736064e-04 0.000000e+00
-2.573613e-03 5.242234e-04 0.000000e+00
-2.559414e-03 8.816520e-04 0.000000e+00
-2.536162e-03 1.245622e-03 0.000000e+00
-2.506231e-03 1.616012e-03 0.000000e+00
-2.466619e-03 1.992908e-03 0.000000e+00
-2.419505e-03 2.376419e-03 0.000000e+00
-2.362479e-03 2.766872e-03 0.000000e+00
-2.296134e-03 3.164643e-03 0.000000e+00
-2.219128e-03 3.570215e-03 0.000000e+00
-2.131012e-03 3.984128e-03 0.000000e+00
-2.030934e-03 4.406956e-03 0.000000e+00
-1.918120e-03 4.839284e-03 0.000000e+00
-1.791675e-03 5.281660e-03 0.000000e+00
-1.650669e-03 5.734568e-03 0.000000e+00
-1.494143e-03 6.198380e-03 0.000000e+00
-1.321089e-03 6.673310e-03 0.000000e+00
-1.130508e-03 7.159383e-03 0.000000e+00
-9.215045e-04 7.656425e-03 0.000000e+00
-6.933050e-04 8.164056e-03 0.000000e+00
-4.452531e-04 8.681682e-03 0.000000e+00
-1.768359e-04 9.208511e-03 0.000000e+00
1.122939e-04 9.743577e-03 0.000000e+00
4.223194e-04 1.028578e-02 0.000000e+00
7.532604e-04 1.083392e-02 0.000000e+00
1.104909e-03 1.138685e-02 0.000000e+00
1.476900e-03 1.194349e-02 0.000000e+00
1.868833e-03 1.250278e-02 0.000000e+00
2.280259e-03 1.306375e-02 0.000000e+00
2.710694e-03 1.362557e-02 0.000000e+00
3.159651e-03 1.418759e-02 0.000000e+00
3.626680e-03 1.474930e-02 0.000000e+00
4.111391e-03 1.531036e-02 0.000000e+00
4.613477e-03 1.587057e-02 0.000000e+00
5.132728e-03 1.642986e-02 0.000000e+00
5.669037e-03 1.698830e-02 0.000000e+00
6.222412e-03 1.754605e-02 0.000000e+00
6.792978e-03 1.810341e-02 0.000000e+00
7.380981e-03 1.866071e-02 0.000000e+00
7.986789e-03 1.921841e-02 0.000000e+00
8.450859e-03 1.963668e-02 0.000000e+00
8.762904e-03 1.991220e-02 0.000000e+00
9.072533e-03 2.018198e-02 0.000000e+00
9.380011e-03 2.044648e-02 0.000000e+00
9.685563e-03 2.070611e-02 0.000000e+00
9.989384e-03 2.096120e-02 0.000000e+00
1.029164e-02 2.121208e-02 0.000000e+00
1.059248e-02 2.145900e-02 0.000000e+00
1.089203e-02 2.170220e-02 0.000000e+00
1.119039e-02 2.194192e-02 0.000000e+00
1.148768e-02 2.217832e-02 0.000000e+00
1.178398e-02 2.241160e-02 0.000000e+00
1.207936e-02 2.264190e-02 0.000000e+00
1.237389e-02 2.286938e-02 0.000000e+00
1.266764e-02 2.309415e-02 0.000000e+00
1.296066e-02 2.331636e-02 0.000000e+00
1.325300e-02 2.353610e-02 0.000000e+00
1.354471e-02 2.375347e-02 0.000000e+00
1.383582e-02 2.396859e-02 0.000000e+00
1.412639e-02 2.418152e-02 0.000000e+00
1.441643e-02 2.439236e-02 0.000000e+00
1.470598e-02 2.460118e-02 0.000000e+00
1.499507e-02 2.480805e-02 0.000000e+00
1.528372e-02 2.501304e-02 0.000000e+00
1.557196e-02 2.521622e-02 0.000000e+00
1.585981e-02 2.541763e-02 0.000000e+00
1.614730e-02 2.561735e-02 0.000000e+00
1.643443e-02 2.581542e-02 0.000000e+00
1.672124e-02 2.601188e-02 0.000000e+00
1.700772e-02 2.620680e-02 0.000000e+00
1.729391e-02 2.640021e-02 0.000000e+00
1.757980e-02 2.659215e-02 0.000000e+00
1.786543e-02 2.678267e-02 0.000000e+00
1.815079e-02 2.697180e-02 0.000000e+00
1.843590e-02 2.715959e-02 0.000000e+00
1.872077e-02 2.734605e-02 0.000000e+00
1.900541e-02 2.753124e-02 0.000000e+00
1.928983e-02 2.771516e-02 0.000000e+00
1.957404e-02 2.789789e-02 0.000000e+00
1.985805e-02 2.807921e-02 0.000000e+00
2.000000e-02 2.816942e-02 0.000000e+00
