# 1:pos.x 2:pos.y 3:pos.z 4:volume 5:rho 6:vel.x 7:vel.y 8:vel.z 9:p 10:a 11:mu 12:k 13:k_modes[0] 14:mu_t 15:k_t 16:S 17:massf[0]-N2 18:massf[1]-N 19:dt_chem 20:u 21:T 22:u_modes[0] 23:T_modes[0] 24:dt_therm
-5.916712990143770112e-03 1.045678812764338009e-03 0.000000000000000000e+00 1.840286981668846574e-07 2.214860571257000824e-02 3.142828482772647476e+02 4.743017542894497751e+01 0.000000000000000000e+00 5.615077454447737546e+04 1.792502217926659796e+03 1.687225710190764190e-05 2.485725227013712776e-02 1.783834841421463182e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.248613576837708683e-01 7.513864231622907619e-02 2.252100620077947706e-07 8.199653718391328119e+06 7.944636852746752083e+03 2.179129382083307020e+06 8.180580419528578204e+03 2.252100620077947706e-07
-5.664594698496861272e-03 1.035920718805431913e-03 0.000000000000000000e+00 1.823106882192607818e-07 2.228737644069973128e-02 2.998982071575661621e+02 4.873422146334281280e+01 0.000000000000000000e+00 5.625634014470579859e+04 1.789945577863927156e+03 1.687225710190764190e-05 2.485725227013712776e-02 1.783834841421463182e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.209337749027799447e-01 7.906622509722001368e-02 2.252100620077947706e-07 8.288511152675617486e+06 7.881222522066729653e+03 2.144625711683299392e+06 8.108926676410824257e+03 2.252100620077947706e-07
-5.412476441959378215e-03 1.026162626205420801e-03 0.000000000000000000e+00 1.805926782716401090e-07 2.241413137659210159e-02 2.850752911595185424e+02 4.971429281817403023e+01 0.000000000000000000e+00 5.636296523952900316e+04 1.787936209134495357e+03 1.687225710190764190e-05 2.485725227013712776e-02 1.783834841421463182e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.166148902365066631e-01 8.338510976349333692e-02 2.252100620077947706e-07 8.392711434323444963e+06 7.820206484342221302e+03 2.110732056019841228e+06 8.038724342733830781e+03 2.252100620077947706e-07
-5.160358221542830394e-03 1.016404535003448276e-03 0.000000000000000000e+00 1.788746683240146716e-07 2.256362400711763722e-02 2.702691112367400592e+02 4.993390551522401921e+01 0.000000000000000000e+00 5.648920450029778294e+04 1.785308097924981666e+03 1.687225710190764190e-05 2.485725227013712776e-02 1.783834841421463182e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.127135846249875284e-01 8.728641537501241610e-02 2.252100620077947706e-07 8.481309583870718256e+06 7.757857630912323657e+03 2.076962824379565893e+06 7.967416113842701634e+03 2.252100620077947706e-07
-4.908240038298138444e-03 1.006646445240190783e-03 0.000000000000000000e+00 1.771566583763953223e-07 2.275046533855435218e-02 2.545604905377904572e+02 5.005708384717294024e+01 0.000000000000000000e+00 5.663409855156691629e+04 1.781427579198962803e+03 1.687225710190764190e-05 2.485725227013712776e-02 1.783834841421463182e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.098277344518990173e-01 9.017226554810088557e-02 2.252100620077947706e-07 8.532994402685040608e+06 7.693460731656879034e+03 2.043391474857399473e+06 7.893973170453526109e+03 2.252100620077947706e-07
-4.656121893317316865e-03 9.968883569579116075e-04 0.000000000000000000e+00 1.754386484287723996e-07 2.294769046593401335e-02 2.386416285748670703e+02 5.040924846373621193e+01 0.000000000000000000e+00 5.677594415782131546e+04 1.777041638753028110e+03 1.687225710190764190e-05 2.485725227013712776e-02 1.783834841421463182e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.077260231262822554e-01 9.227397687371785562e-02 2.252100620077947706e-07 8.559391893553553149e+06 7.631729303930686001e+03 2.010912694133640500e+06 7.820860385020218018e+03 2.252100620077947706e-07
-4.404003787735592118e-03 9.871302702005586675e-04 0.000000000000000000e+00 1.737206384811507739e-07 2.313778709933703159e-02 2.228136212315485238e+02 5.056285815346276991e+01 0.000000000000000000e+00 5.691992797802432324e+04 1.772932351289184680e+03 1.687225710190764190e-05 2.485725227013712776e-02 1.783834841421463182e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.060444716390549935e-01 9.395552836094506199e-02 2.252100620077947706e-07 8.576115267614783719e+06 7.576559121679593773e+03 1.980374687700314214e+06 7.750836588667619253e+03 2.252100620077947706e-07
-4.151885722733589246e-03 9.773721850138156891e-04 0.000000000000000000e+00 1.720026285335271894e-07 2.332262678385733923e-02 2.070439438077975467e+02 5.011926816415633823e+01 0.000000000000000000e+00 5.705189848226837057e+04 1.768868853256498369e+03 1.687225710190764190e-05 2.485725227013712776e-02 1.783834841421463182e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.043388991701736268e-01 9.566110082982631768e-02 2.252100620077947706e-07 8.594267633938442916e+06 7.522211799859383973e+03 1.950797259376854636e+06 7.682518384856219200e+03 2.252100620077947706e-07
-3.899767699539483795e-03 9.676141014452264554e-04 0.000000000000000000e+00 1.702846185859060137e-07 2.352342590998939345e-02 1.922583315518507732e+02 4.824305554499417070e+01 0.000000000000000000e+00 5.721630850323053892e+04 1.764835711110571310e+03 1.687225710190764190e-05 2.485725227013712776e-02 1.783834841421463182e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.019632682109770538e-01 9.803673178902289065e-02 2.252100620077947706e-07 8.632214232273239642e+06 7.463311298707080823e+03 1.920865647432078607e+06 7.614109621991027780e+03 2.252100620077947706e-07
-3.647649719431622552e-03 9.578560195442634368e-04 0.000000000000000000e+00 1.685666086382839909e-07 2.367153010371739891e-02 1.764983471885322217e+02 4.603131122936097341e+01 0.000000000000000000e+00 5.730604125215538807e+04 1.761794451131600681e+03 1.687225710190764190e-05 2.485725227013712776e-02 1.783834841421463182e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.983162856465484181e-01 1.016837143534516374e-01 2.252100620077947706e-07 8.713682134118240327e+06 7.403657333928394110e+03 1.891378693792013219e+06 7.548962730122166249e+03 2.252100620077947706e-07
