5.000009e-03 2.500000e-02 1.000000e+00 0.000000e+00 0.000000e+00 2.500000e+05 1.000000e+05 0.000000e+00 1.000000e+05 3.484321e+02 0.000000e+00
1.500003e-02 2.500000e-02 1.000000e+00 0.000000e+00 0.000000e+00 2.500000e+05 1.000000e+05 0.000000e+00 1.000000e+05 3.484321e+02 0.000000e+00
2.500004e-02 2.500000e-02 1.000000e+00 0.000000e+00 0.000000e+00 2.500000e+05 1.000000e+05 0.000000e+00 1.000000e+05 3.484321e+02 0.000000e+00
3.500006e-02 2.500000e-02 1.000000e+00 0.000000e+00 0.000000e+00 2.500000e+05 1.000000e+05 0.000000e+00 1.000000e+05 3.484321e+02 0.000000e+00
4.500007e-02 2.500000e-02 1.000000e+00 0.000000e+00 0.000000e+00 2.500000e+05 1.000000e+05 0.000000e+00 1.000000e+05 3.484321e+02 0.000000e+00
5.500008e-02 2.500000e-02 1.000000e+00 0.000000e+00 0.000000e+00 2.500000e+05 1.000000e+05 0.000000e+00 1.000000e+05 3.484321e+02 0.000000e+00
6.500008e-02 2.500000e-02 1.000000e+00 0.000000e+00 0.000000e+00 2.500000e+05 1.000000e+05 0.000000e+00 1.000000e+05 3.484321e+02 0.000000e+00
7.500009e-02 2.500000e-02 1.000000e+00 0.000000e+00 0.000000e+00 2.500000e+05 1.000000e+05 0.000000e+00 1.000000e+05 3.484321e+02 0.000000e+00
8.500009e-02 2.500000e-02 1.000000e+00 9.396373e-15 0.000000e+00 2.500000e+05 1.000000e+05 2.511286e-17 1.000000e+05 3.484321e+02 0.000000e+00
9.500010e-02 2.500000e-02 1.000000e+00 3.007585e-13 0.000000e+00 2.500000e+05 1.000000e+05 8.038110e-16 1.000000e+05 3.484321e+02 0.000000e+00
1.050001e-01 2.500000e-02 1.000000e+00 2.810196e-12 0.000000e+00 2.500000e+05 1.000000e+05 7.510565e-15 1.000000e+05 3.484321e+02 0.000000e+00
1.150001e-01 2.500000e-02 1.000000e+00 2.258031e-11 0.000000e+00 2.500000e+05 1.000000e+05 6.034842e-14 1.000000e+05 3.484321e+02 0.000000e+00
1.250001e-01 2.500000e-02 1.000000e+00 1.686686e-10 0.000000e+00 2.500000e+05 1.000000e+05 4.507857e-13 1.000000e+05 3.484321e+02 0.000000e+00
1.350001e-01 2.500000e-02 1.000000e+00 1.207513e-09 0.000000e+00 2.500000e+05 1.000000e+05 3.227215e-12 1.000000e+05 3.484321e+02 0.000000e+00
1.450001e-01 2.500000e-02 1.000000e+00 8.318349e-09 0.000000e+00 2.500000e+05 1.000000e+05 2.223172e-11 1.000000e+05 3.484321e+02 0.000000e+00
1.550001e-01 2.500000e-02 1.000000e+00 5.510398e-08 0.000000e+00 2.500000e+05 1.000000e+05 1.472716e-10 1.000000e+05 3.484321e+02 0.000000e+00
1.650001e-01 2.500000e-02 1.000000e+00 3.505658e-07 0.000000e+00 2.500000e+05 1.000000e+05 9.369265e-10 1.000000e+05 3.484321e+02 0.000000e+00
1.750001e-01 2.500000e-02 1.000000e+00 2.137895e-06 0.000000e+00 2.500000e+05 1.000000e+05 5.713764e-09 1.000000e+05 3.484321e+02 0.000000e+00
1.850001e-01 2.500000e-02 1.000000e+00 1.247497e-05 0.000000e+00 2.500000e+05 1.000000e+05 3.334075e-08 1.000000e+05 3.484321e+02 0.000000e+00
1.950001e-01 2.500000e-02 9.999998e-01 6.950378e-05 0.000000e+00 2.500000e+05 9.999998e+04 1.857567e-07 9.999998e+04 3.484320e+02 0.000000e+00
2.050000e-01 2.500000e-02 9.999991e-01 3.688867e-04 0.000000e+00 2.499999e+05 9.999987e+04 9.858913e-07 9.999987e+04 3.484319e+02 0.000000e+00
2.150000e-01 2.500000e-02 9.999953e-01 1.860314e-03 0.000000e+00 2.499995e+05 9.999934e+04 4.971902e-06 9.999934e+04 3.484314e+02 0.000000e+00
2.250000e-01 2.500000e-02 9.999774e-01 8.889764e-03 0.000000e+00 2.499977e+05 9.999684e+04 2.375900e-05 9.999684e+04 3.484289e+02 0.000000e+00
2.350000e-01 2.500000e-02 9.998974e-01 4.013834e-02 0.000000e+00 2.499897e+05 9.998564e+04 1.072764e-04 9.998564e+04 3.484178e+02 0.000000e+00
2.450000e-01 2.500000e-02 9.995609e-01 1.707836e-01 0.000000e+00 2.499561e+05 9.993853e+04 4.564786e-04 9.993854e+04 3.483708e+02 0.000000e+00
2.550000e-01 2.500000e-02 9.982325e-01 6.835506e-01 0.000000e+00 2.498232e+05 9.975267e+04 1.827512e-03 9.975290e+04 3.481857e+02 0.000000e+00
2.650000e-01 2.500000e-02 9.932881e-01 2.592444e+00 0.000000e+00 2.493284e+05 9.906197e+04 6.937924e-03 9.906531e+04 3.474960e+02 0.000000e+00
