# 1:pos.x 2:pos.y 3:pos.z 4:volume 5:rho 6:vel.x 7:vel.y 8:vel.z 9:p 10:a 11:mu 12:k 13:mu_t 14:k_t 15:S 16:tke 17:omega 18:massf[0]-air 19:u 20:Ttr
8.513800832260773332e-02 1.533771327613582813e-01 0.000000000000000000e+00 1.042963038158513718e-06 1.846359098001061627e-01 7.113820558187697998e+02 -6.533112821068550069e+00 0.000000000000000000e+00 3.357677368978485902e+03 1.595605094316302655e+02 4.224079875169602975e-06 4.887739587829900527e-03 1.761778847461538555e-06 1.989149988264558681e-03 0.000000000000000000e+00 1.089643643960564789e+00 1.141955733254392835e+05 9.999999999999998890e-01 4.546349316085959435e+04 6.334096714964530861e+01
8.513797364495022391e-02 1.537575660605887684e-01 0.000000000000000000e+00 1.003260456592430419e-06 1.845770739280883921e-01 7.113874500717452065e+02 -6.502281891759654542e+00 0.000000000000000000e+00 3.356542683099714395e+03 1.595589708620303782e+02 4.223987279312799781e-06 4.887621398692862558e-03 1.761337525148433461e-06 1.988651709905048075e-03 0.000000000000000000e+00 1.089413059300017084e+00 1.141636238961129275e+05 9.999999999999998890e-01 4.546261639741118415e+04 6.333974561911778522e+01
8.513793928479959638e-02 1.541234914901109532e-01 0.000000000000000000e+00 9.649305677089190280e-07 1.845548751446149938e-01 7.113944151081897189e+02 -6.469362351379885467e+00 0.000000000000000000e+00 3.355663590393640789e+03 1.595476694669602011e+02 4.223307150263271149e-06 4.886753295614447608e-03 1.760764821265056637e-06 1.988005094170877413e-03 0.000000000000000000e+00 1.088709857074218412e+00 1.141133155291375297e+05 1.000000000000000000e+00 4.545617648631855263e+04 6.333077336096943100e+01
8.513790525161547829e-02 1.544754131200272440e-01 0.000000000000000000e+00 9.279391594007697244e-07 1.845040291987876668e-01 7.114010289743888507e+02 -6.441911951551329452e+00 0.000000000000000000e+00 3.354747392523361668e+03 1.595478670037504116e+02 4.223319037862809990e-06 4.886768468525727431e-03 1.760069920899116406e-06 1.987220511556125630e-03 0.000000000000000000e+00 1.088154693204781864e+00 1.140687212582885841e+05 1.000000000000000000e+00 4.545628904544006218e+04 6.333093018137900287e+01
8.513787155384998362e-02 1.548138222132927899e-01 0.000000000000000000e+00 8.922515616385301330e-07 1.844934485722005690e-01 7.114056880868356529e+02 -6.411662979642986038e+00 0.000000000000000000e+00 3.354098791223536409e+03 1.595370173939193705e+02 4.222666136264165235e-06 4.885935137643073259e-03 1.759471973184247376e-06 1.986545394079418554e-03 0.000000000000000000e+00 1.087379823659722078e+00 1.140196925504071842e+05 1.000000000000000000e+00 4.545010699812095845e+04 6.332231718600771586e+01
8.513783819899435612e-02 1.551391970864301473e-01 0.000000000000000000e+00 8.578328135795746569e-07 1.844441131370998521e-01 7.114080393079783562e+02 -6.389204858343195959e+00 0.000000000000000000e+00 3.353435986222819793e+03 1.595425866094867615e+02 4.223001272519128293e-06 4.886362886319916762e-03 1.758900329715199081e-06 1.985899975614219357e-03 0.000000000000000000e+00 1.086982938353343808e+00 1.139846303882062202e+05 9.999999999999998890e-01 4.545328025365283247e+04 6.332673825135988466e+01
8.513780519363554899e-02 1.554520030293415900e-01 0.000000000000000000e+00 8.246478132045010937e-07 1.844460472026721587e-01 7.114125865157445787e+02 -6.365912296006569271e+00 0.000000000000000000e+00 3.352827490804527315e+03 1.595272747150365262e+02 4.222079879708760062e-06 4.885186885832062779e-03 1.758426543742146350e-06 1.985365043909201148e-03 0.000000000000000000e+00 1.086205113107075126e+00 1.139349494787548610e+05 1.000000000000000000e+00 4.544455603215488372e+04 6.331458343023004431e+01
8.513777254350993196e-02 1.557526922776017453e-01 0.000000000000000000e+00 7.926614507693411507e-07 1.843879622442673172e-01 7.114132666573952974e+02 -6.346218138257202490e+00 0.000000000000000000e+00 3.352310573417164960e+03 1.595400996163374998e+02 4.222851612564919375e-06 4.886171868308549979e-03 1.758009140275457293e-06 1.984893771307612992e-03 0.000000000000000000e+00 1.086035902407686882e+00 1.139083650563397678e+05 1.000000000000000000e+00 4.545186318855517311e+04 6.332476395797502988e+01
8.513774025355452801e-02 1.560417040315936199e-01 0.000000000000000000e+00 7.618387273105235879e-07 1.843904729925809338e-01 7.114164803189778468e+02 -6.327958949519151055e+00 0.000000000000000000e+00 3.351752820792411057e+03 1.595257409375349766e+02 4.221987588914286365e-06 4.885069094550138248e-03 1.757754490139004892e-06 1.984606256608100090e-03 0.000000000000000000e+00 1.085450982316972901e+00 1.138650596755665320e+05 9.999999999999998890e-01 4.544368218155272189e+04 6.331336595795863076e+01
8.513770832795375387e-02 1.563194645173705544e-01 0.000000000000000000e+00 7.321448593774579326e-07 1.843534851736124969e-01 7.114191179074077809e+02 -6.309532689469584454e+00 0.000000000000000000e+00 3.351251042884011440e+03 1.595298007486532015e+02 4.222231878430841416e-06 4.885380883544474494e-03 1.757403330845747690e-06 1.984209777501163511e-03 0.000000000000000000e+00 1.085226172503858333e+00 1.138413838111843943e+05 1.000000000000000000e+00 4.544599522661606898e+04 6.331658855484212722e+01
8.513767677018627134e-02 1.565863870837181093e-01 0.000000000000000000e+00 7.035453711194638992e-07 1.843500047797965447e-01 7.114233189311595424e+02 -6.294118987967487477e+00 0.000000000000000000e+00 3.350718388881786268e+03 1.595186280413637121e+02 4.221559600226578285e-06 4.884522855192030555e-03 1.756562164656979734e-06 1.983260052331669524e-03 0.000000000000000000e+00 1.084212802251894647e+00 1.137873964195877634e+05 1.000000000000000000e+00 4.543962980749813141e+04 6.330772008092578318e+01
8.513764558308052621e-02 1.568428723317794315e-01 0.000000000000000000e+00 6.760061747884412639e-07 1.843118370076637369e-01 7.114218884202068693e+02 -6.272434246554178472e+00 0.000000000000000000e+00 3.350161847810602922e+03 1.595218943231028561e+02 4.221756132974168858e-06 4.884773687697590086e-03 1.755825613887953362e-06 1.982428444008254697e-03 0.000000000000000000e+00 1.083681378317042476e+00 1.137557762984516885e+05 1.000000000000000000e+00 4.544149065791285830e+04 6.331031266800597734e+01
8.513761476884582069e-02 1.570893082720926925e-01 0.000000000000000000e+00 6.494936406504597845e-07 1.842934711475197329e-01 7.114226197643773730e+02 -6.258154895910028159e+00 0.000000000000000000e+00 3.349698660600030962e+03 1.595188142106554494e+02 4.221570801971923525e-06 4.884537151804265766e-03 1.755555660887175809e-06 1.982123651491814621e-03 0.000000000000000000e+00 1.083389161167044312e+00 1.137312553958829376e+05 1.000000000000000000e+00 4.543973586995288497e+04 6.330786785000367445e+01
8.513758432912774121e-02 1.573260705064422060e-01 0.000000000000000000e+00 6.239746572528331413e-07 1.842666147308529845e-01 7.114276018043417480e+02 -6.240815071411388359e+00 0.000000000000000000e+00 3.349185427748577240e+03 1.595182166240921617e+02 4.221534845424200270e-06 4.884491261045700167e-03 1.757302027275769510e-06 1.984095399924588627e-03 0.000000000000000000e+00 1.084353289087420125e+00 1.137027709152020107e+05 1.000000000000000000e+00 4.543939541951927822e+04 6.330739352526019559e+01
8.513755426504100721e-02 1.575535224299078885e-01 0.000000000000000000e+00 5.994166829093007591e-07 1.842281015997995486e-01 7.114216801668426342e+02 -6.226920783971830353e+00 0.000000000000000000e+00 3.348727820337512640e+03 1.595239903073115499e+02 4.221882250550304560e-06 4.884934651056746339e-03 1.786969725691849922e-06 2.017591943512458703e-03 0.000000000000000000e+00 1.102749093412760617e+00 1.136882004146774416e+05 1.000000000000000000e+00 4.544268479208435747e+04 6.331197636800064288e+01
8.513752457721085465e-02 1.577720154510677264e-01 0.000000000000000000e+00 5.757877892308007248e-07 1.841178522195776324e-01 7.113880103701727649e+02 -6.214281509224354849e+00 0.000000000000000000e+00 3.348209318784483003e+03 1.595593903192076652e+02 4.224012523460819305e-06 4.887653620225864207e-03 2.236041861359312201e-06 2.524620299926173730e-03 0.000000000000000000e+00 1.382016286248348713e+00 1.137965597715045442e+05 1.000000000000000000e+00 4.546285542685227119e+04 6.334007864139396560e+01
8.513749526581305960e-02 1.579818892266306452e-01 0.000000000000000000e+00 5.530566974475087743e-07 1.832604230373380827e-01 7.110380133655537520e+02 -6.195318905268297094e+00 0.000000000000000000e+00 3.347570673771858310e+03 1.599169701069188250e+02 4.245553601274175449e-06 4.915159224769363386e-03 7.071644067239151344e-06 7.984294245346241006e-03 0.000000000000000000e+00 4.448993875539440701e+00 1.152949017707315652e+05 9.999999999999998890e-01 4.566685237174495705e+04 6.362429269725978287e+01
8.513746633060606528e-02 1.581834719086775143e-01 0.000000000000000000e+00 5.311928082317576929e-07 1.774348976037690706e-01 7.084801808160341352e+02 -5.968659728706644962e+00 0.000000000000000000e+00 3.346303153246680722e+03 1.624901872154081275e+02 4.401785864429399444e-06 5.115283985721764612e-03 4.627453887642467490e-05 5.224662482218699056e-02 0.000000000000000000e+00 3.357778878419367175e+01 1.287505333681078191e+05 9.999999999999994449e-01 4.714832310946140205e+04 6.568831776015673540e+01
8.513743777096412224e-02 1.583770804017518297e-01 0.000000000000000000e+00 5.101662256599270610e-07 1.572624783311877827e-01 6.976567378972035840e+02 -4.712454848267634944e+00 0.000000000000000000e+00 3.334557726635095605e+03 1.722941691651160738e+02 5.015772366532717900e-06 5.912267477735624194e-03 1.430643158172574482e-04 1.615278685738604780e-01 0.000000000000000000e+00 2.114334344544766111e+02 1.911054760573038657e+05 9.999999999999995559e-01 5.300942987196007743e+04 7.385417007578142545e+01
8.513740958591090036e-02 1.585630206278694221e-01 0.000000000000000000e+00 4.899477759201241005e-07 1.323966677290553950e-01 6.783501956729447784e+02 -3.933593293533721003e+00 0.000000000000000000e+00 3.296776778501807712e+03 1.867111534068460799e+02 5.967485039245122526e-06 7.178953632682189695e-03 2.771308222193039788e-04 3.128966910685482827e-01 0.000000000000000000e+00 6.526873697612492151e+02 2.772038950624574209e+05 9.999999999999993339e-01 6.225188358306218288e+04 8.673100632823727096e+01
8.513738177414910402e-02 1.587415877977660372e-01 0.000000000000000000e+00 4.705090213022203942e-07 1.147190455173526108e-01 6.586512986701579848e+02 -2.796691461140951240e+00 0.000000000000000000e+00 3.257453766064084448e+03 1.993817417443719080e+02 6.845341481894614537e-06 8.378662824330607509e-03 3.808478495932655526e-04 4.299992003199283874e-01 0.000000000000000000e+00 1.119053121776304124e+03 3.370813467053252971e+05 9.999999999999991118e-01 7.098764096610611887e+04 9.890189956490196721e+01
8.513735433408793629e-02 1.589130666862308972e-01 0.000000000000000000e+00 4.518222699831606219e-07 1.017630239056245417e-01 6.383902343983985475e+02 -2.024231763959782437e+00 0.000000000000000000e+00 3.237885123439350991e+03 2.110569871287477213e+02 7.683272663681843976e-06 9.549727270406366611e-03 4.109769327499369299e-04 4.640166739057117185e-01 0.000000000000000000e+00 1.578247081572249272e+03 3.907936983218754758e+05 9.999999999999988898e-01 7.954473538547212956e+04 1.108238747328837093e+02
8.513732726386935568e-02 1.590777319109152599e-01 0.000000000000000000e+00 4.338605820612395710e-07 9.100915835586405322e-02 6.164102159021084617e+02 -1.464774492864859834e+00 0.000000000000000000e+00 3.218745721214255354e+03 2.225178234916504039e+02 8.528795452749987957e-06 1.075524539409929148e-02 4.087690096133384616e-04 4.615238012687278291e-01 0.000000000000000000e+00 2.043143220988816893e+03 4.548895355072683888e+05 9.999999999999990008e-01 8.841818173475231742e+04 1.231865999578292161e+02
8.513730056139282021e-02 1.592358482120745655e-01 0.000000000000000000e+00 4.165977722650808429e-07 8.196810528833196885e-02 5.920582522016707117e+02 -9.705393169092535466e-01 0.000000000000000000e+00 3.206738255012455738e+03 2.340309664237028073e+02 9.397552465978745162e-06 1.201710186335814591e-02 3.790589522746163546e-04 4.279794320127287000e-01 0.000000000000000000e+00 2.511995564092221684e+03 5.431965545617545722e+05 9.999999999999987788e-01 9.780445222359342733e+04 1.362638056311323282e+02
8.513727422433998993e-02 1.593876707334343779e-01 0.000000000000000000e+00 4.000084097193821098e-07 7.386554975436528114e-02 5.640021031510930243e+02 -6.760227467586888972e-01 0.000000000000000000e+00 3.193366449937280777e+03 2.460183093652659920e+02 1.031934807239116355e-05 1.337988385715799255e-02 3.250240326992558841e-04 3.669708895421044947e-01 0.000000000000000000e+00 2.987494124053509040e+03 6.789433199990874855e+05 9.999999999999987788e-01 1.080803723981138028e+05 1.505804952859218417e+02
8.513724825019668152e-02 1.595334453020665622e-01 0.000000000000000000e+00 3.840678151178036870e-07 6.656819147361846267e-02 5.297744718798097665e+02 -2.681991307984883388e-01 0.000000000000000000e+00 3.192180251045110708e+03 2.591041338585594076e+02 1.134211030394384289e-05 1.491852896126257162e-02 2.539151956041928474e-04 2.866849088828668513e-01 0.000000000000000000e+00 3.484177354109296175e+03 9.134364120232907590e+05 9.999999999999990008e-01 1.198838431832040660e+05 1.670254097276009588e+02
8.513722263626535836e-02 1.596734087069475172e-01 0.000000000000000000e+00 3.687520556205023564e-07 5.906646601932561552e-02 4.840128072811992297e+02 -2.702926199441524902e-01 0.000000000000000000e+00 3.176409878432212281e+03 2.743859017353168497e+02 1.255379709144359848e-05 1.677450280900042584e-02 1.699993700982702235e-04 1.919390992366531157e-01 0.000000000000000000e+00 3.997223738926923488e+03 1.388839735215691617e+06 9.999999999999986677e-01 1.344421840555410017e+05 1.873084836147152998e+02
8.513719737969595303e-02 1.598077889751666758e-01 0.000000000000000000e+00 3.540379377682545355e-07 5.206956814838840236e-02 4.139368508466611729e+02 1.208186462125296901e+00 0.000000000000000000e+00 3.208450949499314447e+03 2.937106754735652885e+02 1.410591906669615376e-05 1.919900294707704499e-02 9.133454105231253450e-05 1.031219676204692126e-01 0.000000000000000000e+00 4.670189606685997205e+03 2.662462122323357966e+06 9.999999999999987788e-01 1.540463587270321441e+05 2.146215494952727170e+02
8.513717247749534589e-02 1.599368056453290277e-01 0.000000000000000000e+00 3.399029986719757372e-07 4.452159138854787368e-02 2.585806502377981815e+02 1.434674965971974858e+00 0.000000000000000000e+00 3.282111698934629203e+03 3.212590395902358296e+02 1.634349351563996110e-05 2.277464641298947157e-02 4.892986004382307519e-06 5.524463565457921228e-03 0.000000000000000000e+00 1.171052480076585425e+03 1.065548112431765907e+07 9.999999999999991118e-01 1.842988759257870261e+05 2.567701739157589031e+02
8.785870525988649649e-02 9.447157852443756332e-02 0.000000000000000000e+00 4.558295890530819627e-06 1.769306749354231378e-01 7.129450619483875471e+02 1.494890282869240083e-01 0.000000000000000000e+00 3.159261605306522142e+03 1.581085098366955606e+02 4.137039899126910467e-06 4.776816205776598587e-03 3.626308726001085058e-06 4.094311820216242799e-03 0.000000000000000000e+00 3.773703184867875393e+01 1.841221754555128049e+06 1.000000000000000000e+00 4.463982300496511743e+04 6.219340763190083265e+01
8.785870366721361402e-02 9.612890537467894125e-02 0.000000000000000000e+00 4.552502830283819066e-06 1.768991039451377201e-01 7.129563137884824755e+02 1.875403708581509510e-01 0.000000000000000000e+00 3.159995396458557025e+03 1.581409801742461809e+02 4.138978724817463026e-06 4.779283227119205876e-03 3.205904705590873774e-06 3.619651420319710232e-03 0.000000000000000000e+00 1.819643149315163200e+01 1.004063664314167807e+06 1.000000000000000000e+00 4.465816001869880711e+04 6.221895525492264056e+01
8.785870048514989039e-02 9.778307720812869086e-02 0.000000000000000000e+00 4.540949711325024778e-06 1.769005925074741414e-01 7.129571985584242384e+02 1.881555740255607401e-01 0.000000000000000000e+00 3.160367140374249175e+03 1.581496164110114648e+02 4.139494459183100829e-06 4.779939492679697796e-03 2.931125604364674264e-06 3.309409957966488822e-03 0.000000000000000000e+00 1.135070943886299766e+01 6.850430503984732786e+05 1.000000000000000000e+00 4.466303780526798801e+04 6.222575111897445055e+01
8.785869572024739005e-02 9.943201029409762248e-02 0.000000000000000000e+00 4.523702107846061938e-06 1.769291903534034316e-01 7.129525830793596697e+02 1.646496609830100932e-01 0.000000000000000000e+00 3.161337556795285764e+03 1.581611114210867868e+02 4.140180950670858893e-06 4.780813063664252766e-03 2.714047759539479841e-06 3.064316543938564417e-03 0.000000000000000000e+00 7.765634152779443689e+00 5.062428833106249222e+05 1.000000000000000000e+00 4.466953065348826931e+04 6.223479713055946405e+01
8.785868938230444181e-02 1.010736505301689236e-01 0.000000000000000000e+00 4.500857318863444147e-06 1.770020320297750471e-01 7.129390078622960800e+02 1.008281795317289564e-01 0.000000000000000000e+00 3.163398476329019104e+03 1.581800987353396408e+02 4.141314984679556525e-06 4.782256187199422116e-03 2.549353003832038752e-06 2.878366660470092937e-03 0.000000000000000000e+00 5.750493621261287380e+00 3.992577938824180164e+05 9.999999999999998890e-01 4.468025649271751172e+04 6.224974065959864333e+01
8.785868148431763558e-02 1.027059847578156576e-01 0.000000000000000000e+00 4.472543120930615288e-06 1.770581139476758159e-01 7.129294668305890355e+02 5.684120305057574485e-02 0.000000000000000000e+00 3.164847285804331477e+03 1.581912582159653198e+02 4.141981550208717065e-06 4.783104457981986364e-03 2.415032987138989718e-06 2.726711610227183606e-03 0.000000000000000000e+00 4.482663337596710207e+00 3.286464078312782221e+05 1.000000000000000000e+00 4.468656102848253795e+04 6.225852430918256886e+01
8.785867204244192374e-02 1.043270515567064349e-01 0.000000000000000000e+00 4.438916149759178690e-06 1.770763064502932360e-01 7.129253794771670982e+02 4.063095451981173223e-02 0.000000000000000000e+00 3.165390439184024672e+03 1.581967050333498150e+02 4.142306908359056624e-06 4.783518515986849226e-03 2.305150319633470806e-06 2.602647737457901202e-03 0.000000000000000000e+00 3.633215053276791284e+00 2.790951621220781235e+05 9.999999999999998890e-01 4.468963836322980933e+04 6.226281173510573552e+01
8.785866107591026875e-02 1.059349513892730160e-01 0.000000000000000000e+00 4.400159946999247307e-06 1.770828842336508446e-01 7.129237579546102097e+02 3.371992834080461687e-02 0.000000000000000000e+00 3.165587210848252653e+03 1.581986837406574580e+02 4.142425106155101631e-06 4.783668938339720629e-03 2.215357024215865881e-06 2.501265925101873056e-03 0.000000000000000000e+00 3.034441579816696599e+00 2.425557872247048363e+05 1.000000000000000000e+00 4.469075631656529731e+04 6.226436929790116892e+01
8.785864860696503131e-02 1.075278559815139728e-01 0.000000000000000000e+00 4.356482715041872021e-06 1.770881335117641397e-01 7.129232383788078096e+02 3.158660640657475621e-02 0.000000000000000000e+00 3.165719284459777555e+03 1.581996391204180554e+02 4.142482176091966893e-06 4.783741567625869259e-03 2.137886156885486622e-06 2.413796845164226535e-03 0.000000000000000000e+00 2.589572331367299807e+00 2.145027831713996129e+05 9.999999999999998890e-01 4.469129610326877446e+04 6.226512134332213577e+01
8.785863466076482275e-02 1.091040168425591456e-01 0.000000000000000000e+00 4.308114827893606196e-06 1.770914710437125061e-01 7.129228034269539194e+02 3.095520180065541513e-02 0.000000000000000000e+00 3.165806929418333311e+03 1.582003382618650278e+02 4.142523939737161188e-06 4.783794717661724386e-03 2.065575858137709406e-06 2.332154344964616245e-03 0.000000000000000000e+00 2.244299808215860725e+00 1.924143104859839077e+05 9.999999999999998890e-01 4.469169111815807992e+04 6.226567168873969393e+01
8.785861926528011623e-02 1.106617728436091186e-01 0.000000000000000000e+00 4.255306149784870799e-06 1.770925067498759220e-01 7.129225767690671773e+02 3.016645322739837029e-02 0.000000000000000000e+00 3.165851698349044000e+03 1.582009942321192284e+02 4.142563124671831390e-06 4.783844586003907495e-03 1.999738363261207626e-06 2.257820013870984882e-03 0.000000000000000000e+00 1.974090450524627949e+00 1.748211830393060809e+05 9.999999999999998890e-01 4.469206174291254138e+04 6.226618805316233107e+01
8.785860245117700640e-02 1.121995567960943629e-01 0.000000000000000000e+00 4.198323215158355495e-06 1.770922213053764405e-01 7.129226605798321543e+02 2.949265692013090800e-02 0.000000000000000000e+00 3.165877015139269133e+03 1.582017542822736687e+02 4.142608527085173463e-06 4.783902367051326432e-03 1.947372613243287188e-06 2.198696060155855107e-03 0.000000000000000000e+00 1.764813719665363712e+00 1.604904884048899694e+05 1.000000000000000000e+00 4.469249117498018313e+04 6.226678634952273939e+01
8.785858425169316976e-02 1.137159009884232130e-01 0.000000000000000000e+00 4.137446324090429542e-06 1.770904167376811666e-01 7.129230384766533462e+02 2.871517435360631740e-02 0.000000000000000000e+00 3.165885343085273234e+03 1.582027684039028088e+02 4.142669107029392904e-06 4.783979463820419407e-03 1.908940586571037533e-06 2.155304084191200266e-03 0.000000000000000000e+00 1.597396967764866726e+00 1.481888418670763785e+05 1.000000000000000000e+00 4.469306416189091397e+04 6.226758465036955670e+01
8.785856470249739369e-02 1.152094416601905785e-01 0.000000000000000000e+00 4.072966606047825173e-06 1.770893360310830666e-01 7.129230985667059031e+02 2.830455895851584705e-02 0.000000000000000000e+00 3.165899010958536564e+03 1.582035926278109059e+02 4.142718343424253709e-06 4.784042124402184369e-03 1.874558284526161085e-06 2.116484481034074626e-03 0.000000000000000000e+00 1.451478191617344260e+00 1.371210014320790651e+05 1.000000000000000000e+00 4.469352985776134301e+04 6.226823347043990253e+01
8.785854384154243024e-02 1.166789224114991863e-01 0.000000000000000000e+00 4.005183102399758157e-06 1.770894182360177871e-01 7.129229622757306970e+02 2.797720841157344887e-02 0.000000000000000000e+00 3.165909384613494694e+03 1.582038151001667359e+02 4.142731633221416987e-06 4.784059037650429010e-03 1.830269088616392616e-06 2.066479422992256211e-03 0.000000000000000000e+00 1.317753011006580266e+00 1.275004399898274423e+05 9.999999999999998890e-01 4.469365555758526898e+04 6.226840859883115087e+01
8.785852170891099433e-02 1.181231965626947100e-01 0.000000000000000000e+00 3.934399914376828314e-06 1.770898568806985873e-01 7.129226738236638994e+02 2.774664858448743637e-02 0.000000000000000000e+00 3.165916367863382220e+03 1.582037936475512652e+02 4.142730351709088379e-06 4.784057406734574386e-03 1.774751614604910232e-06 2.003796991007370312e-03 0.000000000000000000e+00 1.205084416044484463e+00 1.202468136999835697e+05 1.000000000000000000e+00 4.469364343656605342e+04 6.226839171149966035e+01
8.785849834664347102e-02 1.195412284959949389e-01 0.000000000000000000e+00 3.860923458506142767e-06 1.770908243287530048e-01 7.129224833306356004e+02 2.776184252973460526e-02 0.000000000000000000e+00 3.165930152950180855e+03 1.582037059384115594e+02 4.142725112240261520e-06 4.784050738728683021e-03 1.725368655735179430e-06 1.948040780630722231e-03 0.000000000000000000e+00 1.126621914298671978e+00 1.156358108446294355e+05 1.000000000000000000e+00 4.469359387972750119e+04 6.226832266757310208e+01
8.785847379856948081e-02 1.209320940247586712e-01 0.000000000000000000e+00 3.785059866118523921e-06 1.770915967215076769e-01 7.129224774740478097e+02 2.794411072002718141e-02 0.000000000000000000e+00 3.165940800927956388e+03 1.582036269744198762e+02 4.142720395181320668e-06 4.784044735568412053e-03 1.692241618518576504e-06 1.910638443904072665e-03 0.000000000000000000e+00 1.080494097675506415e+00 1.130727568154549517e+05 1.000000000000000000e+00 4.469354926403821446e+04 6.226826050778922195e+01
8.785844811012792632e-02 1.222949798484121581e-01 0.000000000000000000e+00 3.707112557603418825e-06 1.770918576349438389e-01 7.129225768012743174e+02 2.800179620838405201e-02 0.000000000000000000e+00 3.165944942644021467e+03 1.582036139135770156e+02 4.142719614968103976e-06 4.784043742630952369e-03 1.673599241862248469e-06 1.889590124836904288e-03 0.000000000000000000e+00 1.056505206334766411e+00 1.117940692803851853e+05 1.000000000000000000e+00 4.469354188449311187e+04 6.226825022640758078e+01
8.785842132817729688e-02 1.236291821610272651e-01 0.000000000000000000e+00 3.627380015905581792e-06 1.770918443879949677e-01 7.129229128224587839e+02 2.796370124943344318e-02 0.000000000000000000e+00 3.165944820653049646e+03 1.582036167826354927e+02 4.142719786356529448e-06 4.784043960748234417e-03 1.664410342992918420e-06 1.879215327736559948e-03 0.000000000000000000e+00 1.045250032191523903e+00 1.112137141093652317e+05 1.000000000000000000e+00 4.469354350554820849e+04 6.226825248490533937e+01
8.785839350081162125e-02 1.249341044894316244e-01 0.000000000000000000e+00 3.546153777543605804e-06 1.770916754305660312e-01 7.129232263958992917e+02 2.786522181967386949e-02 0.000000000000000000e+00 3.165941972871760299e+03 1.582036210986151730e+02 4.142720044179425747e-06 4.784044288866248079e-03 1.660337276315187017e-06 1.874616600407143013e-03 0.000000000000000000e+00 1.040423368435416496e+00 1.109716201053920086e+05 1.000000000000000000e+00 4.469354594413249288e+04 6.226825588240686216e+01
8.785836467716674758e-02 1.262092548421623328e-01 0.000000000000000000e+00 3.463716653356074576e-06 1.770913969882923766e-01 7.129233548645709106e+02 2.767523852024316583e-02 0.000000000000000000e+00 3.165936117664152334e+03 1.582035991770671899e+02 4.142718734655942885e-06 4.784042622302720274e-03 1.658690339632157309e-06 1.872757113849882280e-03 0.000000000000000000e+00 1.038520743311642791e+00 1.108784954247244605e+05 1.000000000000000000e+00 4.469353355817525880e+04 6.226823862595655612e+01
8.785833490722315398e-02 1.274542422540192455e-01 0.000000000000000000e+00 3.380341185470251791e-06 1.770912823071970621e-01 7.129233806383355159e+02 2.756913501174753506e-02 0.000000000000000000e+00 3.165932758925190228e+03 1.582035664828644030e+02 4.142716781608651562e-06 4.784040136759521063e-03 1.658078114967348547e-06 1.872065876872792706e-03 0.000000000000000000e+00 1.037827361294970663e+00 1.108453073268972657e+05 9.999999999999998890e-01 4.469351508553232998e+04 6.226821288937127719e+01
8.785830424161927832e-02 1.286687728124784602e-01 0.000000000000000000e+00 3.296288341710581924e-06 1.770913156257882815e-01 7.129233682879569187e+02 2.749655726532001382e-02 0.000000000000000000e+00 3.165932869303866028e+03 1.582035543582164792e+02 4.142716057320985959e-06 4.784039214995768931e-03 1.657869769413108944e-06 1.871830642718762434e-03 0.000000000000000000e+00 1.037596668540762046e+00 1.108346159092278976e+05 1.000000000000000000e+00 4.469350823495208169e+04 6.226820334495776166e+01
8.785827273145427330e-02 1.298526452515675333e-01 0.000000000000000000e+00 3.211806443975797281e-06 1.770915636334209065e-01 7.129232819334364422e+02 2.726346490226822308e-02 0.000000000000000000e+00 3.165938274889668719e+03 1.582035786402260840e+02 4.142717507850581417e-06 4.784041061010387008e-03 1.657808406412234664e-06 1.871761360349613428e-03 0.000000000000000000e+00 1.037530038486382367e+00 1.108317560224138433e+05 1.000000000000000000e+00 4.469352195459679933e+04 6.226822245953750468e+01
8.785824042810175261e-02 1.310057461971332327e-01 0.000000000000000000e+00 3.127130323055782286e-06 1.770927590372941285e-01 7.129228976618064735e+02 2.603882097409635984e-02 0.000000000000000000e+00 3.165970287099451525e+03 1.582038445184990110e+02 4.142733390581070903e-06 4.784061274153201919e-03 1.657812450401946237e-06 1.871765926247370097e-03 0.000000000000000000e+00 1.037525125378295776e+00 1.108317089678912162e+05 1.000000000000000000e+00 4.469367217934539076e+04 6.226843175671649533e+01
8.785820738302084487e-02 1.321280451437451819e-01 0.000000000000000000e+00 3.042480688964861502e-06 1.770991957792759086e-01 7.129214150576902966e+02 1.977156471675491078e-02 0.000000000000000000e+00 3.166139771460487282e+03 1.582052039423951157e+02 4.142814598648408142e-06 4.784164623710315638e-03 1.657892362832453892e-06 1.871856151993033695e-03 0.000000000000000000e+00 1.037552680121368365e+00 1.108333383676576632e+05 1.000000000000000000e+00 4.469444027581220143e+04 6.226950188946894116e+01
8.785817364758205517e-02 1.332195892392897540e-01 0.000000000000000000e+00 2.958063703166962733e-06 1.771242519067843801e-01 7.129156321642180956e+02 -4.189167247645046548e-03 0.000000000000000000e+00 3.166796781948127773e+03 1.582104263231082086e+02 4.143126574322410627e-06 4.784561662814771493e-03 1.658215146215858461e-06 1.872220593060217649e-03 0.000000000000000000e+00 1.037669083081724564e+00 1.108398753230514703e+05 1.000000000000000000e+00 4.469739106667795568e+04 6.227361301103700697e+01
