# Normalized vibrational temperatures along the nozzle axis.
# Digitized from Figure 14 in Sharma etal 1993.
# PJ 2021-11-22
# x(cm), T/T0, +-T/T0
-0.608  0.929  0.026
-0.549  0.895  0.026
+0.346  0.876  0.026
 0.346  0.845  0.026
 1.308  0.798  0.023
 1.385  0.786  0.023
 1.346  0.745  0.023
 2.346  0.660  0.019
 2.308  0.638  0.019
 3.346  0.643  0.019
 3.346  0.619  0.019
 4.308  0.629  0.019
 4.308  0.600  0.019
 5.346  0.633  0.019
 5.308  0.595  0.019
 
