# eta f fd fdd g gd y p T rho u
2.394790 1.288422 0.932135 0.130374 1.456298 -0.627191 0.001438 3531.500000 495.432438 0.024828 2011.733199
2.404810 1.297768 0.933431 0.128333 1.450041 -0.621572 0.001442 3531.500000 493.304030 0.024935 2014.530457
2.414830 1.307128 0.934707 0.126314 1.443841 -0.615937 0.001447 3531.500000 491.194804 0.025042 2017.283821
2.424850 1.316500 0.935962 0.124318 1.437698 -0.610287 0.001452 3531.500000 489.104813 0.025149 2019.993776
2.434870 1.325884 0.937198 0.122344 1.431611 -0.604625 0.001456 3531.500000 487.034103 0.025256 2022.660807
2.444890 1.335281 0.938414 0.120393 1.425581 -0.598952 0.001461 3531.500000 484.982714 0.025363 2025.285394
2.454910 1.344690 0.939611 0.118464 1.419608 -0.593271 0.001465 3531.500000 482.950677 0.025470 2027.868020
2.464930 1.354111 0.940788 0.116557 1.413692 -0.587583 0.001470 3531.500000 480.938019 0.025576 2030.409165
2.474950 1.363543 0.941947 0.114672 1.407833 -0.581891 0.001475 3531.500000 478.944757 0.025683 2032.909308
2.484970 1.372988 0.943086 0.112809 1.402031 -0.576195 0.001479 3531.500000 476.970904 0.025789 2035.368925
2.494990 1.382443 0.944207 0.110968 1.396286 -0.570499 0.001484 3531.500000 475.016467 0.025895 2037.788493
2.505010 1.391909 0.945310 0.109148 1.390598 -0.564804 0.001488 3531.500000 473.081447 0.026001 2040.168485
2.515030 1.401387 0.946395 0.107351 1.384967 -0.559111 0.001493 3531.500000 471.165836 0.026107 2042.509374
2.525050 1.410875 0.947462 0.105575 1.379393 -0.553422 0.001497 3531.500000 469.269626 0.026212 2044.811629
2.535070 1.420374 0.948511 0.103821 1.373877 -0.547739 0.001502 3531.500000 467.392798 0.026317 2047.075720
2.545090 1.429883 0.949542 0.102089 1.368417 -0.542063 0.001506 3531.500000 465.535331 0.026422 2049.302112
2.555110 1.439403 0.950557 0.100378 1.363014 -0.536396 0.001510 3531.500000 463.697198 0.026527 2051.491270
2.565130 1.448933 0.951554 0.098688 1.357667 -0.530739 0.001515 3531.500000 461.878366 0.026632 2053.643655
2.575150 1.458472 0.952534 0.097019 1.352377 -0.525094 0.001519 3531.500000 460.078799 0.026736 2055.759727
2.585170 1.468021 0.953498 0.095372 1.347144 -0.519461 0.001524 3531.500000 458.298455 0.026840 2057.839944
2.595190 1.477580 0.954446 0.093745 1.341967 -0.513843 0.001528 3531.500000 456.537288 0.026943 2059.884759
2.605210 1.487148 0.955377 0.092140 1.336847 -0.508240 0.001532 3531.500000 454.795247 0.027046 2061.894626
2.615230 1.496726 0.956292 0.090555 1.331782 -0.502653 0.001537 3531.500000 453.072277 0.027149 2063.869993
2.625251 1.506313 0.957192 0.088990 1.326773 -0.497085 0.001541 3531.500000 451.368319 0.027252 2065.811309
2.635271 1.515908 0.958076 0.087446 1.321820 -0.491536 0.001545 3531.500000 449.683310 0.027354 2067.719016
2.645291 1.525512 0.958944 0.085923 1.316923 -0.486007 0.001549 3531.500000 448.017183 0.027456 2069.593558
2.655311 1.535125 0.959798 0.084420 1.312081 -0.480499 0.001554 3531.500000 446.369867 0.027557 2071.435371
2.665331 1.544747 0.960636 0.082936 1.307294 -0.475014 0.001558 3531.500000 444.741289 0.027658 2073.244893
2.675351 1.554377 0.961460 0.081473 1.302561 -0.469551 0.001562 3531.500000 443.131371 0.027758 2075.022556
2.685371 1.564015 0.962269 0.080030 1.297884 -0.464113 0.001566 3531.500000 441.540032 0.027858 2076.768790
2.695391 1.573660 0.963064 0.078606 1.293260 -0.458700 0.001570 3531.500000 439.967188 0.027958 2078.484022
2.705411 1.583314 0.963844 0.077202 1.288691 -0.453313 0.001575 3531.500000 438.412751 0.028057 2080.168676
2.715431 1.592976 0.964611 0.075817 1.284176 -0.447953 0.001579 3531.500000 436.876632 0.028156 2081.823172
2.725451 1.602645 0.965364 0.074451 1.279714 -0.442621 0.001583 3531.500000 435.358737 0.028254 2083.447928
2.735471 1.612322 0.966103 0.073105 1.275306 -0.437317 0.001587 3531.500000 433.858972 0.028352 2085.043359
2.745491 1.622006 0.966829 0.071777 1.270950 -0.432042 0.001591 3531.500000 432.377236 0.028449 2086.609875
2.755511 1.631697 0.967541 0.070468 1.266647 -0.426798 0.001595 3531.500000 430.913430 0.028545 2088.147884
2.765531 1.641395 0.968241 0.069178 1.262397 -0.421583 0.001599 3531.500000 429.467451 0.028642 2089.657792
2.775551 1.651101 0.968928 0.067906 1.258199 -0.416401 0.001603 3531.500000 428.039193 0.028737 2091.139998
2.785571 1.660813 0.969602 0.066653 1.254052 -0.411250 0.001608 3531.500000 426.628547 0.028832 2092.594903
2.795591 1.670532 0.970264 0.065418 1.249957 -0.406131 0.001612 3531.500000 425.235406 0.028927 2094.022899
2.805611 1.680257 0.970913 0.064200 1.245913 -0.401046 0.001616 3531.500000 423.859656 0.029020 2095.424378
2.815631 1.689989 0.971550 0.063001 1.241920 -0.395994 0.001620 3531.500000 422.501183 0.029114 2096.799728
2.825651 1.699727 0.972176 0.061819 1.237977 -0.390976 0.001624 3531.500000 421.159874 0.029206 2098.149333
2.835671 1.709471 0.972789 0.060655 1.234085 -0.385993 0.001628 3531.500000 419.835609 0.029299 2099.473575
2.845691 1.719222 0.973391 0.059509 1.230242 -0.381046 0.001632 3531.500000 418.528271 0.029390 2100.772830
2.855711 1.728978 0.973982 0.058379 1.226448 -0.376133 0.001636 3531.500000 417.237739 0.029481 2102.047472
2.865731 1.738740 0.974561 0.057266 1.222704 -0.371257 0.001640 3531.500000 415.963891 0.029571 2103.297872
2.875752 1.748508 0.975129 0.056171 1.219008 -0.366417 0.001644 3531.500000 414.706604 0.029661 2104.524397
2.885772 1.758282 0.975687 0.055092 1.215361 -0.361613 0.001647 3531.500000 413.465754 0.029750 2105.727411
2.895792 1.768061 0.976234 0.054030 1.211761 -0.356847 0.001651 3531.500000 412.241214 0.029838 2106.907272
2.905812 1.777846 0.976770 0.052984 1.208209 -0.352118 0.001655 3531.500000 411.032858 0.029926 2108.064338
2.915832 1.787636 0.977295 0.051954 1.204705 -0.347427 0.001659 3531.500000 409.840558 0.030013 2109.198960
2.925852 1.797431 0.977811 0.050940 1.201247 -0.342774 0.001663 3531.500000 408.664185 0.030100 2110.311489
2.935872 1.807231 0.978316 0.049943 1.197835 -0.338159 0.001667 3531.500000 407.503609 0.030185 2111.402270
2.945892 1.817036 0.978812 0.048961 1.194470 -0.333582 0.001671 3531.500000 406.358699 0.030270 2112.471645
2.955912 1.826846 0.979298 0.047994 1.191150 -0.329044 0.001675 3531.500000 405.229324 0.030355 2113.519953
2.965932 1.836661 0.979774 0.047043 1.187876 -0.324545 0.001679 3531.500000 404.115351 0.030438 2114.547527
2.975952 1.846481 0.980240 0.046107 1.184646 -0.320085 0.001682 3531.500000 403.016648 0.030521 2115.554701
2.985972 1.856305 0.980698 0.045187 1.181461 -0.315665 0.001686 3531.500000 401.933081 0.030604 2116.541801
2.995992 1.866134 0.981146 0.044281 1.178320 -0.311284 0.001690 3531.500000 400.864515 0.030685 2117.509152
3.006012 1.875968 0.981585 0.043390 1.175223 -0.306942 0.001694 3531.500000 399.810817 0.030766 2118.457075
3.016032 1.885805 0.982016 0.042513 1.172169 -0.302640 0.001698 3531.500000 398.771851 0.030846 2119.385886
3.026052 1.895647 0.982437 0.041651 1.169158 -0.298378 0.001701 3531.500000 397.747482 0.030926 2120.295899
3.036072 1.905493 0.982850 0.040803 1.166189 -0.294156 0.001705 3531.500000 396.737574 0.031004 2121.187424
3.046092 1.915344 0.983255 0.039970 1.163263 -0.289973 0.001709 3531.500000 395.741991 0.031082 2122.060768
3.056112 1.925198 0.983651 0.039150 1.160378 -0.285831 0.001713 3531.500000 394.760597 0.031160 2122.916233
3.066132 1.935056 0.984040 0.038344 1.157535 -0.281728 0.001716 3531.500000 393.793256 0.031236 2123.754119
3.076152 1.944918 0.984420 0.037551 1.154732 -0.277666 0.001720 3531.500000 392.839830 0.031312 2124.574721
3.086172 1.954784 0.984792 0.036772 1.151970 -0.273644 0.001724 3531.500000 391.900183 0.031387 2125.378333
3.096192 1.964653 0.985157 0.036007 1.149248 -0.269662 0.001728 3531.500000 390.974179 0.031461 2126.165242
3.106212 1.974526 0.985514 0.035254 1.146566 -0.265720 0.001731 3531.500000 390.061680 0.031535 2126.935735
3.116232 1.984403 0.985863 0.034514 1.143923 -0.261818 0.001735 3531.500000 389.162551 0.031608 2127.690093
3.126253 1.994283 0.986205 0.033788 1.141319 -0.257956 0.001739 3531.500000 388.276654 0.031680 2128.428594
3.136273 2.004167 0.986540 0.033073 1.138753 -0.254134 0.001742 3531.500000 387.403854 0.031751 2129.151514
3.146293 2.014054 0.986868 0.032372 1.136226 -0.250353 0.001746 3531.500000 386.544013 0.031822 2129.859124
3.156313 2.023944 0.987189 0.031682 1.133736 -0.246611 0.001750 3531.500000 385.696995 0.031892 2130.551692
3.166333 2.033837 0.987503 0.031005 1.131284 -0.242909 0.001753 3531.500000 384.862666 0.031961 2131.229483
3.176353 2.043733 0.987811 0.030340 1.128868 -0.239246 0.001757 3531.500000 384.040888 0.032029 2131.892759
3.186373 2.053633 0.988111 0.029686 1.126489 -0.235623 0.001761 3531.500000 383.231527 0.032097 2132.541777
3.196393 2.063535 0.988406 0.029045 1.124146 -0.232040 0.001764 3531.500000 382.434448 0.032164 2133.176791
3.206413 2.073440 0.988693 0.028414 1.121839 -0.228497 0.001768 3531.500000 381.649516 0.032230 2133.798054
3.216433 2.083349 0.988975 0.027796 1.119567 -0.224992 0.001772 3531.500000 380.876597 0.032295 2134.405812
3.226453 2.093259 0.989250 0.027188 1.117330 -0.221527 0.001775 3531.500000 380.115556 0.032360 2135.000312
3.236473 2.103173 0.989520 0.026592 1.115127 -0.218101 0.001779 3531.500000 379.366261 0.032424 2135.581793
3.246493 2.113090 0.989783 0.026006 1.112959 -0.214714 0.001782 3531.500000 378.628579 0.032487 2136.150495
3.256513 2.123008 0.990041 0.025431 1.110824 -0.211366 0.001786 3531.500000 377.902376 0.032550 2136.706652
3.266533 2.132930 0.990293 0.024867 1.108723 -0.208056 0.001790 3531.500000 377.187521 0.032611 2137.250495
3.276553 2.142854 0.990539 0.024314 1.106655 -0.204785 0.001793 3531.500000 376.483883 0.032672 2137.782254
3.286573 2.152780 0.990780 0.023771 1.104619 -0.201552 0.001797 3531.500000 375.791331 0.032733 2138.302153
3.296593 2.162709 0.991016 0.023237 1.102615 -0.198357 0.001800 3531.500000 375.109734 0.032792 2138.810414
3.306613 2.172640 0.991246 0.022714 1.100644 -0.195200 0.001804 3531.500000 374.438963 0.032851 2139.307257
3.316633 2.182574 0.991471 0.022201 1.098703 -0.192081 0.001807 3531.500000 373.778889 0.032909 2139.792897
3.326653 2.192510 0.991691 0.021698 1.096794 -0.188999 0.001811 3531.500000 373.129382 0.032966 2140.267547
3.336673 2.202448 0.991906 0.021204 1.094916 -0.185955 0.001815 3531.500000 372.490317 0.033023 2140.731417
3.346693 2.212387 0.992116 0.020720 1.093068 -0.182948 0.001818 3531.500000 371.861565 0.033078 2141.184713
3.356713 2.222330 0.992321 0.020245 1.091249 -0.179978 0.001822 3531.500000 371.243000 0.033134 2141.627639
3.366733 2.232274 0.992522 0.019780 1.089461 -0.177045 0.001825 3531.500000 370.634497 0.033188 2142.060395
3.376754 2.242220 0.992718 0.019323 1.087701 -0.174148 0.001829 3531.500000 370.035931 0.033242 2142.483180
3.386774 2.252168 0.992909 0.018875 1.085971 -0.171288 0.001832 3531.500000 369.447177 0.033295 2142.896187
3.396794 2.262118 0.993096 0.018436 1.084268 -0.168463 0.001836 3531.500000 368.868112 0.033347 2143.299609
3.406814 2.272070 0.993278 0.018006 1.082594 -0.165675 0.001839 3531.500000 368.298613 0.033398 2143.693634
3.416834 2.282023 0.993457 0.017585 1.080948 -0.162922 0.001843 3531.500000 367.738559 0.033449 2144.078449
3.426854 2.291978 0.993631 0.017171 1.079329 -0.160205 0.001846 3531.500000 367.187829 0.033499 2144.454236
3.436874 2.301936 0.993801 0.016766 1.077738 -0.157522 0.001850 3531.500000 366.646302 0.033549 2144.821176
3.446894 2.311894 0.993967 0.016369 1.076172 -0.154875 0.001853 3531.500000 366.113860 0.033598 2145.179446
3.456914 2.321855 0.994129 0.015981 1.074634 -0.152262 0.001857 3531.500000 365.590382 0.033646 2145.529221
3.466934 2.331817 0.994287 0.015600 1.073121 -0.149684 0.001860 3531.500000 365.075753 0.033693 2145.870672
3.476954 2.341780 0.994442 0.015226 1.071634 -0.147140 0.001864 3531.500000 364.569854 0.033740 2146.203970
3.486974 2.351745 0.994592 0.014861 1.070172 -0.144629 0.001867 3531.500000 364.072570 0.033786 2146.529280
3.496994 2.361712 0.994739 0.014503 1.068735 -0.142153 0.001870 3531.500000 363.583786 0.033832 2146.846767
3.507014 2.371680 0.994883 0.014152 1.067323 -0.139709 0.001874 3531.500000 363.103388 0.033876 2147.156591
3.517034 2.381650 0.995023 0.013809 1.065936 -0.137299 0.001877 3531.500000 362.631262 0.033920 2147.458912
3.527054 2.391620 0.995160 0.013473 1.064572 -0.134922 0.001881 3531.500000 362.167295 0.033964 2147.753884
3.537074 2.401593 0.995293 0.013143 1.063232 -0.132577 0.001884 3531.500000 361.711377 0.034007 2148.041663
3.547094 2.411566 0.995423 0.012821 1.061915 -0.130265 0.001888 3531.500000 361.263397 0.034049 2148.322397
3.557114 2.421541 0.995550 0.012506 1.060621 -0.127984 0.001891 3531.500000 360.823244 0.034090 2148.596236
3.567134 2.431517 0.995674 0.012197 1.059350 -0.125736 0.001895 3531.500000 360.390811 0.034131 2148.863326
3.577154 2.441494 0.995795 0.011895 1.058101 -0.123519 0.001898 3531.500000 359.965989 0.034172 2149.123810
3.587174 2.451473 0.995912 0.011599 1.056874 -0.121333 0.001901 3531.500000 359.548671 0.034211 2149.377829
3.597194 2.461452 0.996027 0.011310 1.055669 -0.119178 0.001905 3531.500000 359.138752 0.034250 2149.625521
3.607214 2.471433 0.996139 0.011027 1.054486 -0.117054 0.001908 3531.500000 358.736126 0.034289 2149.867023
3.617234 2.481415 0.996248 0.010750 1.053324 -0.114960 0.001912 3531.500000 358.340689 0.034327 2150.102468
3.627255 2.491398 0.996354 0.010479 1.052182 -0.112896 0.001915 3531.500000 357.952338 0.034364 2150.331988
3.637275 2.501382 0.996458 0.010213 1.051061 -0.110862 0.001918 3531.500000 357.570971 0.034400 2150.555712
3.647295 2.511367 0.996559 0.009954 1.049960 -0.108858 0.001922 3531.500000 357.196487 0.034436 2150.773768
3.657315 2.521353 0.996658 0.009701 1.048879 -0.106883 0.001925 3531.500000 356.828785 0.034472 2150.986278
3.667335 2.531340 0.996753 0.009453 1.047818 -0.104937 0.001929 3531.500000 356.467766 0.034507 2151.193367
3.677355 2.541328 0.996847 0.009210 1.046776 -0.103020 0.001932 3531.500000 356.113331 0.034541 2151.395155
3.687375 2.551317 0.996938 0.008973 1.045754 -0.101131 0.001935 3531.500000 355.765384 0.034575 2151.591758
3.697395 2.561307 0.997027 0.008742 1.044750 -0.099270 0.001939 3531.500000 355.423827 0.034608 2151.783294
3.707415 2.571298 0.997113 0.008515 1.043764 -0.097437 0.001942 3531.500000 355.088565 0.034641 2151.969876
3.717435 2.581289 0.997197 0.008294 1.042797 -0.095632 0.001946 3531.500000 354.759504 0.034673 2152.151616
3.727455 2.591282 0.997280 0.008077 1.041848 -0.093854 0.001949 3531.500000 354.436551 0.034705 2152.328623
3.737475 2.601275 0.997359 0.007866 1.040916 -0.092103 0.001952 3531.500000 354.119611 0.034736 2152.501005
3.747495 2.611269 0.997437 0.007659 1.040002 -0.090379 0.001956 3531.500000 353.808594 0.034766 2152.668868
3.757515 2.621263 0.997513 0.007458 1.039105 -0.088681 0.001959 3531.500000 353.503409 0.034796 2152.832316
3.767535 2.631259 0.997587 0.007260 1.038224 -0.087010 0.001962 3531.500000 353.203967 0.034826 2152.991449
3.777555 2.641255 0.997658 0.007068 1.037361 -0.085364 0.001966 3531.500000 352.910178 0.034855 2153.146368
3.787575 2.651252 0.997728 0.006880 1.036514 -0.083744 0.001969 3531.500000 352.621955 0.034883 2153.297171
3.797595 2.661250 0.997796 0.006696 1.035683 -0.082150 0.001972 3531.500000 352.339211 0.034911 2153.443953
3.807615 2.671248 0.997862 0.006517 1.034867 -0.080580 0.001976 3531.500000 352.061859 0.034939 2153.586809
3.817635 2.681247 0.997927 0.006341 1.034068 -0.079036 0.001979 3531.500000 351.789816 0.034966 2153.725831
3.827655 2.691247 0.997990 0.006170 1.033283 -0.077515 0.001982 3531.500000 351.522996 0.034992 2153.861109
3.837675 2.701247 0.998051 0.006003 1.032514 -0.076019 0.001986 3531.500000 351.261317 0.035018 2153.992733
3.847695 2.711248 0.998110 0.005840 1.031760 -0.074547 0.001989 3531.500000 351.004697 0.035044 2154.120789
3.857715 2.721249 0.998168 0.005681 1.031020 -0.073099 0.001992 3531.500000 350.753054 0.035069 2154.245361
3.867735 2.731251 0.998224 0.005526 1.030295 -0.071674 0.001996 3531.500000 350.506309 0.035094 2154.366535
3.877756 2.741253 0.998278 0.005374 1.029584 -0.070272 0.001999 3531.500000 350.264382 0.035118 2154.484392
3.887776 2.751256 0.998331 0.005227 1.028887 -0.068893 0.002002 3531.500000 350.027194 0.035142 2154.599011
3.897796 2.761260 0.998383 0.005082 1.028203 -0.067537 0.002006 3531.500000 349.794668 0.035165 2154.710472
3.907816 2.771264 0.998433 0.004942 1.027533 -0.066203 0.002009 3531.500000 349.566728 0.035188 2154.818852
3.917836 2.781269 0.998482 0.004804 1.026876 -0.064891 0.002012 3531.500000 349.343298 0.035211 2154.924225
3.927856 2.791274 0.998530 0.004670 1.026233 -0.063600 0.002016 3531.500000 349.124303 0.035233 2155.026666
3.937876 2.801279 0.998576 0.004540 1.025602 -0.062332 0.002019 3531.500000 348.909670 0.035254 2155.126247
3.947896 2.811285 0.998621 0.004412 1.024983 -0.061084 0.002022 3531.500000 348.699325 0.035276 2155.223039
3.957916 2.821292 0.998664 0.004288 1.024377 -0.059858 0.002026 3531.500000 348.493197 0.035297 2155.317111
3.967936 2.831299 0.998707 0.004167 1.023784 -0.058652 0.002029 3531.500000 348.291214 0.035317 2155.408532
3.977956 2.841306 0.998748 0.004049 1.023202 -0.057466 0.002032 3531.500000 348.093307 0.035337 2155.497366
3.987976 2.851314 0.998788 0.003934 1.022632 -0.056301 0.002036 3531.500000 347.899406 0.035357 2155.583681
3.997996 2.861322 0.998827 0.003822 1.022074 -0.055156 0.002039 3531.500000 347.709443 0.035376 2155.667539
4.008016 2.871330 0.998864 0.003713 1.021527 -0.054031 0.002042 3531.500000 347.523349 0.035395 2155.749002
4.018036 2.881339 0.998901 0.003606 1.020991 -0.052925 0.002046 3531.500000 347.341060 0.035414 2155.828131
4.028056 2.891348 0.998937 0.003502 1.020466 -0.051838 0.002049 3531.500000 347.162508 0.035432 2155.904987
4.038076 2.901358 0.998971 0.003401 1.019952 -0.050770 0.002052 3531.500000 346.987628 0.035450 2155.979627
4.048096 2.911368 0.999005 0.003303 1.019448 -0.049720 0.002055 3531.500000 346.816358 0.035467 2156.052108
4.058116 2.921378 0.999037 0.003207 1.018955 -0.048689 0.002059 3531.500000 346.648633 0.035484 2156.122486
4.068136 2.931389 0.999069 0.003113 1.018473 -0.047677 0.002062 3531.500000 346.484391 0.035501 2156.190816
4.078156 2.941399 0.999100 0.003022 1.018000 -0.046682 0.002065 3531.500000 346.323571 0.035518 2156.257151
4.088176 2.951411 0.999130 0.002934 1.017537 -0.045705 0.002069 3531.500000 346.166111 0.035534 2156.321544
4.098196 2.961422 0.999159 0.002847 1.017084 -0.044745 0.002072 3531.500000 346.011953 0.035550 2156.384044
4.108216 2.971434 0.999187 0.002763 1.016640 -0.043802 0.002075 3531.500000 345.861037 0.035565 2156.444703
4.118236 2.981446 0.999214 0.002681 1.016206 -0.042877 0.002078 3531.500000 345.713305 0.035580 2156.503568
4.128257 2.991458 0.999240 0.002602 1.015781 -0.041968 0.002082 3531.500000 345.568699 0.035595 2156.560687
4.138277 3.001471 0.999266 0.002524 1.015365 -0.041076 0.002085 3531.500000 345.427163 0.035610 2156.616108
4.148297 3.011483 0.999291 0.002449 1.014958 -0.040200 0.002088 3531.500000 345.288641 0.035624 2156.669874
4.158317 3.021497 0.999315 0.002375 1.014559 -0.039340 0.002092 3531.500000 345.153078 0.035638 2156.722031
4.168337 3.031510 0.999339 0.002304 1.014169 -0.038495 0.002095 3531.500000 345.020420 0.035652 2156.772622
4.178357 3.041523 0.999361 0.002234 1.013788 -0.037667 0.002098 3531.500000 344.890613 0.035665 2156.821689
4.188377 3.051537 0.999383 0.002167 1.013414 -0.036853 0.002101 3531.500000 344.763605 0.035678 2156.869273
4.198397 3.061551 0.999405 0.002101 1.013049 -0.036055 0.002105 3531.500000 344.639343 0.035691 2156.915416
4.208417 3.071565 0.999426 0.002037 1.012692 -0.035272 0.002108 3531.500000 344.517778 0.035704 2156.960156
4.218437 3.081580 0.999446 0.001975 1.012342 -0.034503 0.002111 3531.500000 344.398857 0.035716 2157.003532
4.228457 3.091594 0.999465 0.001914 1.012000 -0.033749 0.002115 3531.500000 344.282532 0.035728 2157.045581
4.238477 3.101609 0.999484 0.001856 1.011666 -0.033009 0.002118 3531.500000 344.168754 0.035740 2157.086340
4.248497 3.111624 0.999502 0.001798 1.011339 -0.032283 0.002121 3531.500000 344.057474 0.035752 2157.125845
4.258517 3.121639 0.999520 0.001743 1.011019 -0.031571 0.002124 3531.500000 343.948646 0.035763 2157.164131
4.268537 3.131654 0.999537 0.001689 1.010706 -0.030872 0.002128 3531.500000 343.842221 0.035774 2157.201231
4.278557 3.141670 0.999554 0.001636 1.010400 -0.030187 0.002131 3531.500000 343.738155 0.035785 2157.237180
4.288577 3.151686 0.999570 0.001585 1.010101 -0.029515 0.002134 3531.500000 343.636402 0.035795 2157.272009
4.298597 3.161701 0.999586 0.001536 1.009809 -0.028856 0.002137 3531.500000 343.536918 0.035806 2157.305750
4.308617 3.171717 0.999601 0.001487 1.009523 -0.028210 0.002141 3531.500000 343.439658 0.035816 2157.338434
4.318637 3.181733 0.999615 0.001441 1.009243 -0.027576 0.002144 3531.500000 343.344579 0.035826 2157.370091
4.328657 3.191750 0.999630 0.001395 1.008970 -0.026955 0.002147 3531.500000 343.251639 0.035835 2157.400750
4.338677 3.201766 0.999643 0.001351 1.008703 -0.026346 0.002150 3531.500000 343.160796 0.035845 2157.430440
4.348697 3.211783 0.999657 0.001308 1.008442 -0.025749 0.002154 3531.500000 343.072008 0.035854 2157.459189
4.358717 3.221799 0.999670 0.001266 1.008187 -0.025164 0.002157 3531.500000 342.985236 0.035863 2157.487023
4.368737 3.231816 0.999682 0.001226 1.007938 -0.024590 0.002160 3531.500000 342.900438 0.035872 2157.513970
4.378758 3.241833 0.999694 0.001187 1.007694 -0.024028 0.002164 3531.500000 342.817577 0.035881 2157.540054
4.388778 3.251850 0.999706 0.001149 1.007456 -0.023477 0.002167 3531.500000 342.736613 0.035889 2157.565302
4.398798 3.261867 0.999717 0.001112 1.007224 -0.022937 0.002170 3531.500000 342.657508 0.035898 2157.589738
4.408818 3.271884 0.999728 0.001076 1.006997 -0.022408 0.002173 3531.500000 342.580225 0.035906 2157.613385
4.418838 3.281902 0.999739 0.001041 1.006775 -0.021889 0.002177 3531.500000 342.504727 0.035914 2157.636266
4.428858 3.291919 0.999749 0.001007 1.006558 -0.021382 0.002180 3531.500000 342.430979 0.035921 2157.658405
4.438878 3.301937 0.999759 0.000974 1.006346 -0.020884 0.002183 3531.500000 342.358943 0.035929 2157.679823
4.448898 3.311955 0.999769 0.000942 1.006139 -0.020397 0.002186 3531.500000 342.288586 0.035936 2157.700543
4.458918 3.321972 0.999778 0.000911 1.005937 -0.019919 0.002190 3531.500000 342.219874 0.035944 2157.720583
4.468938 3.331990 0.999787 0.000881 1.005740 -0.019452 0.002193 3531.500000 342.152772 0.035951 2157.739966
4.478958 3.342008 0.999796 0.000852 1.005547 -0.018994 0.002196 3531.500000 342.087246 0.035957 2157.758710
4.488978 3.352026 0.999804 0.000824 1.005359 -0.018546 0.002199 3531.500000 342.023266 0.035964 2157.776836
4.498998 3.362044 0.999812 0.000797 1.005176 -0.018107 0.002203 3531.500000 341.960798 0.035971 2157.794361
4.509018 3.372062 0.999820 0.000770 1.004997 -0.017677 0.002206 3531.500000 341.899810 0.035977 2157.811304
4.519038 3.382081 0.999827 0.000745 1.004821 -0.017256 0.002209 3531.500000 341.840273 0.035983 2157.827682
4.529058 3.392099 0.999835 0.000720 1.004651 -0.016844 0.002212 3531.500000 341.782155 0.035990 2157.843514
4.539078 3.402118 0.999842 0.000696 1.004484 -0.016441 0.002216 3531.500000 341.725427 0.035996 2157.858815
4.549098 3.412136 0.999849 0.000672 1.004321 -0.016046 0.002219 3531.500000 341.670059 0.036001 2157.873602
4.559118 3.422155 0.999855 0.000649 1.004162 -0.015660 0.002222 3531.500000 341.616022 0.036007 2157.887891
4.569138 3.432173 0.999862 0.000628 1.004007 -0.015281 0.002225 3531.500000 341.563289 0.036013 2157.901698
4.579158 3.442192 0.999868 0.000606 1.003856 -0.014911 0.002229 3531.500000 341.511830 0.036018 2157.915036
4.589178 3.452211 0.999874 0.000586 1.003708 -0.014549 0.002232 3531.500000 341.461619 0.036023 2157.927922
4.599198 3.462229 0.999880 0.000566 1.003564 -0.014195 0.002235 3531.500000 341.412629 0.036029 2157.940368
4.609218 3.472248 0.999885 0.000546 1.003424 -0.013848 0.002238 3531.500000 341.364834 0.036034 2157.952390
4.619238 3.482267 0.999891 0.000528 1.003287 -0.013509 0.002242 3531.500000 341.318208 0.036038 2157.963999
4.629259 3.492286 0.999896 0.000509 1.003153 -0.013178 0.002245 3531.500000 341.272725 0.036043 2157.975210
4.639279 3.502305 0.999901 0.000492 1.003023 -0.012853 0.002248 3531.500000 341.228360 0.036048 2157.986035
4.649299 3.512324 0.999906 0.000475 1.002896 -0.012536 0.002251 3531.500000 341.185089 0.036053 2157.996485
4.659319 3.522343 0.999910 0.000458 1.002772 -0.012225 0.002255 3531.500000 341.142888 0.036057 2158.006574
4.669339 3.532363 0.999915 0.000442 1.002651 -0.011922 0.002258 3531.500000 341.101734 0.036061 2158.016312
4.679359 3.542382 0.999919 0.000427 1.002533 -0.011625 0.002261 3531.500000 341.061602 0.036066 2158.025711
4.689379 3.552401 0.999923 0.000412 1.002418 -0.011335 0.002264 3531.500000 341.022471 0.036070 2158.034782
4.699399 3.562420 0.999928 0.000398 1.002305 -0.011051 0.002267 3531.500000 340.984318 0.036074 2158.043535
4.709419 3.572440 0.999931 0.000384 1.002196 -0.010774 0.002271 3531.500000 340.947121 0.036078 2158.051981
4.719439 3.582459 0.999935 0.000370 1.002090 -0.010503 0.002274 3531.500000 340.910860 0.036082 2158.060130
4.729459 3.592478 0.999939 0.000357 1.001986 -0.010237 0.002277 3531.500000 340.875512 0.036085 2158.067991
4.739479 3.602498 0.999942 0.000344 1.001884 -0.009978 0.002280 3531.500000 340.841057 0.036089 2158.075573
4.749499 3.612517 0.999946 0.000332 1.001786 -0.009725 0.002284 3531.500000 340.807476 0.036092 2158.082887
4.759519 3.622537 0.999949 0.000320 1.001689 -0.009478 0.002287 3531.500000 340.774748 0.036096 2158.089940
4.769539 3.632556 0.999952 0.000309 1.001596 -0.009236 0.002290 3531.500000 340.742853 0.036099 2158.096741
4.779559 3.642576 0.999955 0.000298 1.001504 -0.009000 0.002293 3531.500000 340.711773 0.036103 2158.103299
4.789579 3.652596 0.999958 0.000287 1.001415 -0.008769 0.002297 3531.500000 340.681489 0.036106 2158.109622
4.799599 3.662615 0.999961 0.000277 1.001329 -0.008544 0.002300 3531.500000 340.651983 0.036109 2158.115718
