1.0,2.0,1.57000000002e-10,0.312407210999,23306.79906,8.73579098274e-13,3.16441710876e-12,4.10685061199e-12,-4.57219778817,5.26523042405e-13
1.0,3.0,6.29000000009e-12,0.412098208999,49014.74116,5.12361001156e-11,5.48005365875e-11,1.51614148482e-10,-9.72462372216,1.1178253046e-11
1.0,4.0,1.10863216942e-08,-0.0901420621883,106114.036525,0.0206631330119,0.120285788133,0.329564599852,-23.9688689139,0.0172462587956
1.0,5.0,3.71859787189e-10,0.242118183097,126342.531518,-0.0828838145584,0.113400943866,0.117823386024,-27.9873342738,0.0074780987967
1.0,6.0,4.95685827484e-09,0.00526838222282,145777.693048,-0.0922122055854,0.112231946488,0.0981084639277,-29.6795367752,0.00653612924312
1.0,7.0,8.36343417779e-10,0.2402658804,150969.332677,-0.059926151079,0.115609354952,0.165574571519,-30.4629882369,0.00972073252714
1.0,8.0,4.39382645159e-09,0.176930889774,154427.186253,-0.200198912914,0.0980581781909,-0.130865101641,-30.9075488683,-0.00444052681724
1.0,0.0,4.35000000003e-12,0.651397350999,316835.312516,0.25386577804,48.6068018438,-1.78103436585,-15.4460820526,-0.0361456676811
2.0,3.0,8.16666666677e-10,0.0156300709987,49723.8101509,1.01181280041e-11,1.04878176207e-11,2.97145140173e-11,-5.1524259339,2.15367880027e-12
2.0,4.0,4.75887733894e-10,0.198515333013,105981.983625,0.0206631330014,0.120285788119,0.329564599818,-19.3966711258,0.0172462587928
2.0,5.0,3.67649016932e-11,0.459468148998,134607.435124,-0.0828838145708,0.113400943852,0.117823385986,-23.4151364856,0.00747809879376
2.0,6.0,4.42191068383e-09,0.0512760772713,146452.223509,-0.0922122055873,0.112231946483,0.0981084639206,-25.107338987,0.00653612924229
2.0,7.0,1.95481552777e-08,-0.105545928202,151529.774308,-0.0599261510588,0.115609354976,0.165574571581,-25.8907904488,0.00972073253194
2.0,8.0,3.17617687535e-09,0.175893206875,154504.637409,-0.200198912893,0.0980581782166,-0.130865101578,-26.3353510802,-0.00444052681222
2.0,0.0,2.9833333337e-14,0.979915932988,293973.587916,0.25386577804,48.6068018438,-1.78103436585,-15.4460820526,-0.0361456676811
3.0,4.0,2.07054241055e-10,0.235547086045,106780.520413,0.0206631329905,0.120285788107,0.329564599786,-14.2442451918,0.0172462587904
3.0,5.0,1.99309536148e-11,0.43513945049,134959.371326,-0.0828838145507,0.113400943875,0.117823386047,-18.2627105517,0.00747809879849
3.0,6.0,3.75046457652e-10,0.144316528195,147486.123501,-0.0922122055556,0.112231946522,0.0981084640175,-19.9549130532,0.00653612925001
3.0,7.0,6.95649504606e-09,-0.106586745412,151460.734049,-0.0599261510549,0.115609354984,0.165574571595,-20.7383645149,0.0097207325333
3.0,8.0,9.10558621894e-10,0.17469314103,154577.149772,-0.200198912892,0.0980581782192,-0.130865101574,-21.1829251463,-0.00444052681174
3.0,0.0,1.06444444445e-14,0.952764427999,268196.539616,0.253865778038,48.6068018438,-1.78103436585,-15.4460820526,-0.0361456676814
4.0,5.0,3.91110309937e-09,0.488062891657,130977.503649,-0.103546947567,-0.00688484426055,-0.211741213817,-4.01846535984,-0.00976815999777
4.0,6.0,9.00803470221e-07,-0.0491414684371,148027.722177,-0.112875338581,-0.00805384162577,-0.231456135875,-5.71066786125,-0.0107101295486
4.0,7.0,5.03309400613e-07,-0.0623407194585,152199.878649,-0.0805892840763,-0.00467643316129,-0.163990028286,-6.49411932301,-0.0075255262646
4.0,8.0,8.87073891948e-07,-0.0406702969761,155393.186898,-0.220862045925,-0.0222276099378,-0.460429701488,-6.93867995437,-0.0216867856121
4.0,0.0,1.09900770823e-11,0.685995946479,192628.979532,0.274528911006,48.7270876319,-1.45146976614,-15.6616215922,-0.0188994088962
5.0,6.0,5.02045233688e-05,-0.0832295571954,147774.106076,-0.00932839102163,-0.00116899737429,-0.0197149220813,-1.69220250139,-0.000941969552645
5.0,7.0,1.49603518693e-05,-0.0922806721382,152065.468424,0.022957663505,0.00220841111672,0.0477511855735,-2.47565396321,0.00224263373659
5.0,8.0,1.65919947721e-05,-0.0758067182344,155222.833968,-0.117315098361,-0.0153427656813,-0.248688487681,-2.92021459452,-0.0119186256151
5.0,0.0,1.43533475638e-09,0.418700674956,175929.201757,0.17098196342,48.7202027876,-1.66321098001,-15.540345067,-0.0286675688982
6.0,7.0,0.000267343010243,-0.0905337647291,151326.690848,0.0322860545273,0.00337740849148,0.0674661076567,-0.783451461815,0.00318460328934
6.0,8.0,0.000114929883654,-0.0772416303377,154905.387936,-0.10798670734,-0.0141737683083,-0.228973565603,-1.22801209313,-0.0109766560627
6.0,0.0,5.86710746e-08,0.163412587728,170141.546974,0.161653572399,48.7190337902,-1.68292590209,-15.5288072606,-0.029609538451
7.0,8.0,0.000790471546836,-0.0772118156972,154085.957583,-0.140272761871,-0.0175511768035,-0.29643967327,-0.444560631304,-0.0141612593528
7.0,0.0,3.80821448691e-07,0.00499043729496,166704.944539,0.193939626923,48.7224111987,-1.61545979444,-15.5679976797,-0.0264249351615
8.0,0.0,2.11026795802e-05,-0.236728422795,162900.24755,0.0536668650697,48.7048600219,-1.91189946766,-15.394527895,-0.0405861945117
