pos.x pos.y vol rho vel.x vel.y p a shock-detector massf-air e T
 0.397356 0.300834 4.63609e-05 1.17239 655.465 -42.4546 108279 359.584 0 1 230894 321.687
 0.410371 0.300111 6.92935e-05 1.38868 613.703 -90.639 138052 373.065 0 1 248531 346.26
 0.41795 0.299868 8.48171e-05 1.47928 597.891 -108.97 151036 378.076 0 1 255253 355.625
 0.433649 0.30165 5.50074e-05 1.55135 586.506 -123.12 161367 381.608 0 1 260044 362.301
 0.439913 0.304539 4.62894e-05 1.53687 588.905 -121.34 159222 380.844 0 1 259003 360.851
 0.445811 0.300899 7.31784e-05 1.5247 591.359 -119.136 157458 380.237 0 1 258178 359.701
 0.451546 0.305039 7.97955e-05 1.48098 599.3 -111.773 151192 378.055 0 1 255224 355.585
 0.458366 0.302823 8.16832e-05 1.45622 603.98 -107.337 147689 376.812 0 1 253548 353.25
 0.461353 0.295259 8.69298e-05 1.47871 599.513 -111.783 150863 377.932 0 1 255059 355.355
 0.468399 0.295032 5.74857e-05 1.44542 605.768 -105.973 146146 376.237 0 1 252775 352.173
 0.472277 0.301561 6.13868e-05 1.39179 615.573 -95.7033 138632 373.43 0 1 249017 346.938
 0.478367 0.299664 5.86297e-05 1.3716 619.312 -91.8545 135823 372.337 0 1 247563 344.911
 0.483049 0.303179 5.74171e-05 1.33325 626.526 -84.1671 130540 370.237 0 1 244777 341.03
 0.489009 0.300064 5.2139e-05 1.32176 628.721 -81.8707 128972 369.603 0 1 243940 339.864
 0.493996 0.305394 6.28325e-05 1.2777 637.026 -72.6283 122976 367.079 0 1 240619 335.237
 0.499828 0.303953 6.50121e-05 1.26192 640.057 -69.1167 120864 366.181 0 1 239444 333.6
 0.501807 0.296756 5.73756e-05 1.28495 635.671 -74.161 123962 367.506 0 1 241180 336.019
 0.50865 0.296694 5.89178e-05 1.26036 640.336 -68.7449 120654 366.09 0 1 239324 333.433
 0.511734 0.303986 6.88455e-05 1.21965 648.026 -59.7215 115219 363.67 0 1 236171 329.04
 0.518672 0.305555 8.29235e-05 1.19073 653.459 -52.8222 111421 361.944 0 1 233935 325.924
 0.522749 0.299847 5.95189e-05 1.20065 651.655 -55.1732 112722 362.544 0 1 234710 327.005
 0.53073 0.300719 7.52762e-05 1.17277 656.868 -48.4567 109072 360.84 0 1 232510 323.939
 0.547282 0.297285 8.106e-05 1.13873 663.252 -39.8062 104671 358.728 0 1 229796 320.159
 0.553547 0.294579 5.11203e-05 1.13179 664.595 -37.9544 103780 358.292 0 1 229237 319.38
 0.558979 0.297731 3.98487e-05 1.10598 669.347 -31.3061 100474 356.628 0 1 227113 316.421
 0.567803 0.304148 6.25218e-05 1.06037 677.67 -18.8951 94714 353.625 0 1 223305 311.114
 0.56903 0.296454 5.94559e-05 1.08552 673.086 -25.8699 97881.1 355.3 0 1 225425 314.069
 0.58155 0.297843 9.40101e-05 1.05118 679.329 -16.3713 93576.3 353.027 0 1 222551 310.064
 0.588792 0.294969 9.3438e-05 1.04504 680.493 -14.5594 92818 352.625 0 1 222043 309.357
 0.594754 0.301026 8.26147e-05 1.01155 686.457 -4.90585 88673.7 350.323 0 1 219153 305.331
 0.601872 0.298298 8.17713e-05 1.00609 687.485 -3.30223 88007.9 349.95 0 1 218688 304.682
 0.608691 0.30474 0.000113626 0.97144 693.537 7.16783 83790.7 347.499 0 1 215635 300.429
 0.61514 0.30109 8.9807e-05 0.971191 693.631 7.17625 83760 347.48 0 1 215612 300.396
 0.622705 0.30287 0.00010559 0.951962 696.984 13.1977 81447.2 346.093 0 1 213893 298.002
 0.626397 0.294294 7.53739e-05 0.972263 693.483 6.57122 83881.5 347.54 0 1 215686 300.5
 0.638194 0.295546 6.5371e-05 0.948143 697.715 14.1892 80986.8 345.807 0 1 213540 297.51
 0.63981 0.302407 7.08782e-05 0.924958 701.689 21.8113 78237.2 344.12 0 1 211462 294.614
 0.647968 0.302487 6.96556e-05 0.911942 703.929 26.0485 76696.8 343.138 0 1 210257 292.935
 0.650039 0.295529 6.71899e-05 0.929134 701.011 20.2545 78723 344.41 0 1 211818 295.111
 0.664188 0.295532 0.000125816 0.9084 704.541 27.2422 76279.4 342.87 0 1 209928 292.477
 0.664587 0.304821 9.8797e-05 0.881965 708.991 36.2896 73192.1 340.855 0 1 207469 289.051
 0.679907 0.296743 9.81563e-05 0.883846 708.702 35.7065 73408.2 340.995 0 1 207638 289.288
 0.687591 0.293791 9.17883e-05 0.882017 709.072 36.4803 73195.5 340.853 0 1 207466 289.048
 0.694161 0.299193 8.43878e-05 0.860017 712.68 44.1631 70651.9 339.135 0 1 205379 286.14
 0.70224 0.295799 9.35655e-05 0.85931 712.836 44.4889 70569 339.075 0 1 205307 286.04
 0.709019 0.300302 9.343e-05 0.840968 715.794 51.1155 68471.1 337.62 0 1 203548 283.589
 0.716318 0.297795 6.86989e-05 0.839399 716.096 51.7715 68292.5 337.494 0 1 203397 283.378
 0.722644 0.302297 6.25058e-05 0.822747 718.752 57.8928 66401.1 336.139 0 1 201766 281.107
 0.728984 0.297704 7.12547e-05 0.826898 718.118 56.3364 66867.6 336.47 0 1 202164 281.661
 0.735875 0.299288 8.72662e-05 0.817123 719.677 60.0452 65766.2 335.677 0 1 201213 280.335
 0.741754 0.294317 6.52532e-05 0.822457 718.901 58.0314 66363.5 336.103 0 1 201723 281.046
 0.749872 0.296649 7.64616e-05 0.810138 720.846 62.6413 64976 335.09 0 1 200509 279.355
 0.750716 0.3034 8.42142e-05 0.795562 723.111 68.2701 63349.5 333.886 0 1 199071 277.352
 0.756593 0.30714 7.77824e-05 0.783177 725.082 73.0902 61974.9 332.845 0 1 197832 275.625
 0.764253 0.305776 8.7955e-05 0.779663 725.678 74.5161 61588.2 332.552 0 1 197484 275.139
 0.768735 0.299631 9.59047e-05 0.788165 724.374 71.1007 62526.9 333.264 0 1 198331 276.32
 0.778127 0.300319 8.65668e-05 0.779463 725.761 74.4835 61561.1 332.521 0 1 197447 275.089
 0.782375 0.293469 8.41129e-05 0.78919 724.292 70.5587 62630.5 333.324 0 1 198401 276.418
 0.794563 0.303771 6.58678e-05 0.761941 728.538 81.4293 59632.9 331.014 0 1 195661 272.6
 0.796149 0.297095 8.69604e-05 0.772392 726.92 77.1741 60775.1 331.901 0 1 196711 274.063
 0.80532 0.294753 8.55186e-05 0.770205 727.319 78.0389 60531.7 331.705 0 1 196479 273.74
 0.809053 0.299464 4.77862e-05 0.759188 729.029 82.4293 59325.1 330.757 0 1 195357 272.177
 0.814644 0.301629 5.3205e-05 0.753271 729.91 84.8489 58680.7 330.245 0 1 194753 271.335
 0.820805 0.300134 9.07113e-05 0.752713 730.029 85.0195 58617.8 330.19 0 1 194688 271.245
 0.82619 0.305631 6.09394e-05 0.744787 731.227 88.2835 57759.7 329.504 0 1 193880 270.119
 0.83324 0.304813 5.33333e-05 0.744088 731.332 88.528 57684.6 329.444 0 1 193810 270.021
 0.83651 0.298408 8.46012e-05 0.747603 730.814 87.026 58057.1 329.728 0 1 194144 270.487
 0.844474 0.298631 9.23949e-05 0.746174 731.015 87.6021 57904.1 329.609 0 1 194003 270.29
 0.859227 0.303934 5.96744e-05 0.751985 729.815 85.4781 58543.8 330.141 0 1 194631 271.165
 0.860003 0.297702 6.01612e-05 0.747049 730.847 87.2619 57999.5 329.687 0 1 194095 270.419
 0.871404 0.298909 5.65104e-05 0.752991 729.734 84.9253 58643.1 330.2 0 1 194700 271.262
 0.877824 0.298149 5.92974e-05 0.756626 729.045 83.5579 59036 330.508 0 1 195063 271.767
 0.880584 0.304961 5.5314e-05 0.784871 723.78 72.3646 62162.6 332.989 0 1 198002 275.862
 0.892195 0.300865 8.64079e-05 0.795786 721.823 68.197 63395.5 333.961 0 1 199160 277.475
 0.899869 0.30238 8.83609e-05 0.830083 715.33 55.4957 67320.5 336.959 0 1 202752 282.48
 0.905066 0.296081 8.13702e-05 0.80522 720.163 64.665 64460.1 334.775 0 1 200132 278.829
 0.912735 0.297632 8.35771e-05 0.841806 713.399 51.1655 68672.9 337.949 0 1 203945 284.142
 0.91588 0.305821 9.79469e-05 0.909891 702.435 26.6551 76669.2 343.463 0 1 210655 293.49
 0.92853 0.300581 7.99599e-05 0.914415 701.745 25.1313 77191.8 343.778 0 1 211041 294.029
 0.935388 0.301958 5.73772e-05 0.942617 696.919 15.9766 80571.6 345.929 0 1 213691 297.72
 0.940556 0.297031 6.39623e-05 0.92926 699.156 20.3022 78939.7 344.86 0 1 212372 295.883
 0.946665 0.301061 6.47092e-05 0.964769 693.476 8.38181 83232.9 347.536 0 1 215681 300.493
 0.953368 0.299714 8.37698e-05 0.970112 692.722 6.80724 83887.2 347.937 0 1 216179 301.187
 0.959399 0.3066 8.57507e-05 0.991083 689.332 -0.0750742 86446.5 349.448 0 1 218061 303.808
 0.968191 0.298039 6.00496e-05 0.985962 690.392 1.67331 85812.7 349.068 0 1 217586 303.147
 0.975271 0.297928 6.10033e-05 0.990754 689.612 0.186234 86392 349.396 0 1 217996 303.717
 0.978328 0.304703 6.55857e-05 0.99596 688.433 -1.59043 87017.1 349.74 0 1 218425 304.316
 0.984575 0.305575 6.23682e-05 0.996793 688.267 -1.85979 87111.8 349.784 0 1 218480 304.393
 0.989921 0.299383 7.12682e-05 0.996808 688.382 -1.93902 87099.1 349.756 0 1 218445 304.343
 0.996258 0.301955 6.75671e-05 0.997634 688.205 -2.23378 87193.9 349.801 0 1 218502 304.422
 1.00285 0.298604 8.474e-05 0.997522 688.299 -2.03685 87176.9 349.787 0 1 218484 304.398
 1.00799 0.303228 6.06229e-05 0.997419 688.168 -2.01847 87164.5 349.78 0 1 218475 304.386
 1.01466 0.301058 6.09306e-05 0.997491 688.201 -1.81085 87169.3 349.777 0 1 218471 304.38
 1.02888 0.299209 7.6256e-05 0.997403 688.225 -1.24481 87144.5 349.743 0 1 218428 304.32
 1.03651 0.298906 8.20027e-05 0.996784 688.321 -0.890729 87064.6 349.691 0 1 218364 304.23
 1.0393 0.30529 6.28264e-05 0.994565 688.497 -0.360914 86813 349.575 0 1 218219 304.028
 1.04532 0.306748 5.23787e-05 0.993921 688.545 -0.0817444 86737.8 349.536 0 1 218171 303.961
 1.05159 0.303809 7.74694e-05 0.994387 688.529 0.0149178 86783 349.545 0 1 218182 303.977
 1.05291 0.296514 0.00010053 0.995324 688.619 -0.592134 86868.7 349.553 0 1 218192 303.991
 1.06041 0.293511 8.36263e-05 0.993542 689.107 -1.06322 86643.4 349.413 0 1 218016 303.746
 1.06708 0.297875 8.3036e-05 0.991763 689.28 -0.823234 86439.5 349.314 0 1 217894 303.575
 1.0736 0.293897 7.08488e-05 0.987489 690.281 -2.09637 85910.8 348.997 0 1 217498 303.024
 1.07967 0.297387 5.7921e-05 0.985924 690.472 -2.05353 85730.6 348.907 0 1 217386 302.868
 1.08598 0.294216 6.48486e-05 0.979937 691.686 -3.79448 84995.4 348.468 0 1 216839 302.106
 1.09113 0.299217 6.25167e-05 0.981102 691.236 -3.18664 85148.4 348.574 0 1 216971 302.29
 1.09786 0.298352 7.61667e-05 0.978375 691.82 -3.97017 84821 348.388 0 1 216739 301.967
 1.10207 0.303787 5.39831e-05 0.979521 691.48 -3.54658 84969.9 348.49 0 1 216866 302.144
 1.1098 0.303271 6.4507e-05 0.977468 691.95 -4.40278 84734 348.371 0 1 216718 301.937
 1.11316 0.297244 8.18984e-05 0.981703 691.198 -3.67522 85245 348.665 0 1 217084 302.448
 1.12168 0.295822 9.86152e-05 0.998731 687.203 1.05309 87319.5 349.861 0 1 218576 304.526
 1.12699 0.301658 9.24077e-05 0.996448 687.874 0.717897 87044.8 349.71 0 1 218388 304.264
 1.13509 0.3009 7.7526e-05 1.01836 683.041 6.86747 89756.7 351.274 0 1 220346 306.992
 1.13883 0.295357 6.34755e-05 1.07592 671.789 22.8855 97027.1 355.321 0 1 225452 314.105
 1.14602 0.29588 5.08757e-05 1.11954 662.934 34.3134 102666 358.308 0 1 229258 319.408
 1.14948 0.301188 6.03944e-05 1.09203 668.617 27.2077 99067.3 356.379 0 1 226797 315.98
 1.15584 0.30054 5.13859e-05 1.1455 657.834 40.6679 106053 360.021 0 1 231455 322.469
 1.16701 0.302272 6.15446e-05 1.20387 646.954 55.5228 113761 363.722 0 1 236239 329.135
 1.17273 0.304528 6.43961e-05 1.21836 644.258 58.4524 115721 364.655 0 1 237452 330.824
 1.17969 0.299955 7.18407e-05 1.26998 635.505 71.2482 122671 367.736 0 1 241482 336.439
 1.1852 0.30461 7.45725e-05 1.26649 636.094 70.5808 122198 367.532 0 1 241214 336.066
 1.19227 0.304157 8.78606e-05 1.2779 634.292 73.184 123713 368.149 0 1 242024 337.195
 1.19629 0.298491 6.95617e-05 1.28598 633.054 75.2523 124720 368.482 0 1 242462 337.805
 1.20389 0.299529 5.27784e-05 1.28486 633.424 75.1013 124555 368.397 0 1 242351 337.65
 1.21704 0.299812 4.88692e-05 1.27143 635.95 72.1325 122729 367.614 0 1 241321 336.215
 1.22357 0.299425 5.12778e-05 1.26085 637.998 69.8006 121298 366.994 0 1 240509 335.083
 1.22754 0.304393 6.0266e-05 1.26377 637.29 70.4099 121708 367.188 0 1 240763 335.437
 1.23445 0.303716 6.36794e-05 1.25173 639.596 67.7222 120085 366.482 0 1 239838 334.149
 1.23763 0.297173 7.24132e-05 1.23495 642.884 63.8512 117811 365.454 0 1 238494 332.276
 1.24433 0.297229 5.67641e-05 1.22574 644.653 61.7342 116580 364.903 0 1 237776 331.276
 1.24825 0.30295 4.62788e-05 1.22969 643.727 62.6681 117130 365.173 0 1 238128 331.766
 1.25498 0.301612 5.16869e-05 1.21866 645.842 60.0917 115654 364.504 0 1 237256 330.552
 1.26024 0.305359 6.36383e-05 1.21796 645.874 59.9388 115573 364.481 0 1 237225 330.509
 1.26851 0.302177 8.56022e-05 1.20487 648.429 56.8266 113822 363.67 0 1 236172 329.041
 1.27387 0.306266 7.9645e-05 1.20475 648.345 56.8713 113819 363.684 0 1 236189 329.066
 1.28157 0.305496 7.62323e-05 1.19674 649.905 55.0053 112756 363.189 0 1 235547 328.171
 1.28706 0.299791 9.76735e-05 1.18723 651.944 52.6959 111478 362.571 0 1 234746 327.054
 1.29522 0.302116 7.86325e-05 1.18322 652.646 51.8061 110958 362.336 0 1 234441 326.63
 1.30152 0.296981 8.23719e-05 1.17472 654.498 49.7192 109819 361.773 0 1 233714 325.616
 1.30916 0.299948 9.33499e-05 1.17198 654.912 49.1451 109472 361.621 0 1 233518 325.344
 1.31588 0.294011 0.000103409 1.16313 656.893 46.9268 108285 361.023 0 1 232745 324.267
 1.3228 0.296056 7.97478e-05 1.16025 657.369 46.2845 107916 360.855 0 1 232529 323.966
 1.32511 0.30341 6.58984e-05 1.16433 656.269 47.4546 108481 361.163 0 1 232926 324.519
 1.3331 0.302543 6.88362e-05 1.15859 657.411 46.0905 107727 360.796 0 1 232453 323.86
 1.33465 0.296076 5.77541e-05 1.1527 658.819 44.5115 106932 360.379 0 1 231916 323.111
 1.34878 0.29837 7.21625e-05 1.14545 660.134 42.8313 105997 359.934 0 1 231343 322.314
 1.35581 0.298575 6.22044e-05 1.14115 660.948 41.7942 105439 359.66 0 1 230992 321.825
 1.36703 0.296507 6.44295e-05 1.13241 662.714 39.584 104297 359.085 0 1 230254 320.796
 1.36927 0.303412 7.56414e-05 1.13658 661.617 40.7275 104866 359.403 0 1 230662 321.365
 1.37612 0.306397 7.76964e-05 1.13479 661.85 40.2654 104647 359.309 0 1 230541 321.196
 1.38157 0.302884 6.4883e-05 1.12859 663.176 38.649 103830 358.887 0 1 229999 320.441
 1.38952 0.295122 5.60763e-05 1.11731 665.656 35.6744 102341 358.099 0 1 228990 319.036
 1.39337 0.30208 5.77855e-05 1.12074 664.707 36.5856 102814 358.376 0 1 229345 319.529
 1.4002 0.301321 7.39441e-05 1.116 665.646 35.3168 102201 358.063 0 1 228945 318.973
 1.4064 0.3068 0.000112972 1.11687 665.275 35.4901 102335 358.158 0 1 229067 319.142
 1.41474 0.303285 0.000105573 1.10896 666.913 33.3842 101305 357.62 0 1 228378 318.183
 1.422 0.307366 9.80066e-05 1.10808 666.939 33.0937 101208 357.591 0 1 228341 318.131
 1.42959 0.30185 9.69163e-05 1.09901 668.859 30.6656 100025 356.958 0 1 227534 317.007
 1.43637 0.305694 9.17107e-05 1.09825 668.863 30.4217 99943.3 356.936 0 1 227506 316.968
 1.4434 0.302376 8.08264e-05 1.09139 670.283 28.5611 99054.5 356.461 0 1 226900 316.124
 1.4568 0.300195 4.71391e-05 1.08187 672.163 25.9382 97835.4 355.815 0 1 226079 314.979
 1.46301 0.299046 4.79218e-05 1.07739 673.047 24.7003 97262.4 355.508 0 1 225689 314.436
 1.46724 0.303594 5.78811e-05 1.07865 672.633 25.0932 97440.7 355.627 0 1 225840 314.647
 1.47344 0.302241 5.49603e-05 1.07402 673.551 23.8267 96849.3 355.309 0 1 225436 314.084
 1.48346 0.295928 8.10229e-05 1.06336 675.782 20.8209 95475.6 354.544 0 1 224466 312.733
 1.48522 0.304138 7.63716e-05 1.06882 674.447 22.4896 96199.6 354.976 0 1 225014 313.496
 1.49743 0.305036 5.5307e-05 1.06261 675.573 20.8874 95419.4 354.565 0 1 224494 312.771
 1.50037 0.298909 7.7596e-05 1.05628 676.984 19.0028 94597.8 354.091 0 1 223894 311.935
 1.50701 0.300655 4.95617e-05 1.05394 677.349 18.443 94311.1 353.947 0 1 223712 311.681
 1.51222 0.297899 6.53694e-05 1.04899 678.363 17.0245 93679.2 353.59 0 1 223260 311.052
 1.51741 0.303246 5.32135e-05 1.05025 677.926 17.538 93860.3 353.719 0 1 223424 311.28
 1.52349 0.302316 6.05848e-05 1.0463 678.692 16.425 93361.1 353.443 0 1 223075 310.795
 1.53228 0.295082 6.05928e-05 1.03614 680.831 13.4242 92061.4 352.69 0 1 222126 309.471
 1.536 0.301548 5.00009e-05 1.03917 680.035 14.4029 92467.9 352.952 0 1 222456 309.931
 1.54202 0.300944 5.17785e-05 1.03566 680.703 13.3699 92026.8 352.706 0 1 222146 309.5
 1.55483 0.299609 6.82729e-05 1.02837 682.075 11.1194 91114.8 352.196 0 1 221503 308.604
 1.56086 0.297454 6.87677e-05 1.02376 682.984 9.72407 90533.5 351.86 0 1 221082 308.017
 1.56723 0.301065 8.5193e-05 1.0236 682.875 9.57793 90528.9 351.879 0 1 221105 308.049
 1.57256 0.296329 6.05515e-05 1.01736 684.169 7.70206 89736.4 351.408 0 1 220513 307.225
 1.57994 0.298231 7.38483e-05 1.01525 684.48 7.06618 89484.8 351.278 0 1 220351 306.999
 1.58265 0.305413 9.01584e-05 1.01838 683.692 8.63322 89900.7 351.552 0 1 220694 307.477
 1.59551 0.304321 7.37895e-05 1.00936 685.389 7.11356 88782.2 350.917 0 1 219898 306.367
 1.59688 0.296462 0.000105456 1.00447 686.522 4.57622 88148.1 350.512 0 1 219390 305.66
 1.6056 0.295131 0.000102461 0.998213 687.711 3.33443 87374.3 350.061 0 1 218827 304.875
 1.61083 0.302358 8.66815e-05 0.997182 687.728 5.4478 87279.2 350.052 0 1 218815 304.858
 1.61878 0.30246 8.33801e-05 0.99006 689.123 5.31922 86408.3 349.551 0 1 218190 303.988
 1.62256 0.29671 6.89062e-05 0.985711 690.048 2.996 85854 349.196 0 1 217746 303.37
 1.6303 0.297259 6.22098e-05 0.978555 691.478 3.15644 84985.6 348.694 0 1 217120 302.498
 1.63401 0.303267 7.42695e-05 0.976384 691.758 5.43434 84744.1 348.585 0 1 216984 302.309
 1.64199 0.303264 8.60803e-05 0.971988 692.566 4.65589 84202.9 348.255 0 1 216574 301.737
 1.64543 0.295634 9.60151e-05 0.965798 693.821 2.16787 83428.3 347.758 0 1 215957 300.877
 1.65252 0.294881 7.86341e-05 0.96315 694.378 0.578972 83103.6 347.558 0 1 215708 300.53
 1.6579 0.300539 6.42981e-05 0.971445 692.526 -0.662045 84116.2 348.173 0 1 216472 301.594
 1.66437 0.296643 6.11231e-05 0.966262 693.617 -2.72835 83472.1 347.766 0 1 215967 300.89
 1.67001 0.30041 7.73254e-05 0.988345 688.765 -8.59528 86173.5 349.379 0 1 217974 303.687
 1.67656 0.297564 8.58639e-05 0.992105 687.955 -12.8351 86636.9 349.652 0 1 218316 304.164
 1.68266 0.30295 7.12161e-05 1.04376 677.473 -26.6108 93088.5 353.355 0 1 222964 310.64
 1.68873 0.300686 5.48335e-05 1.0528 675.677 -31.6288 94229.9 353.986 0 1 223760 311.749
 1.69461 0.304466 5.61178e-05 1.10787 664.976 -46.3606 101272 357.738 0 1 228530 318.394
 1.7 0.300169 5.66712e-05 1.09723 667.03 -46.9969 99871.2 356.973 0 1 227554 317.034
 1.70613 0.301486 5.99793e-05 1.1322 660.223 -56.9118 104404 359.304 0 1 230535 321.187
 1.71192 0.296468 6.94774e-05 1.11967 662.639 -57.5052 102762 358.457 0 1 229449 319.674
 1.71835 0.299813 6.86163e-05 1.15817 655.29 -67.6768 107767 360.928 0 1 232623 324.096
 1.72449 0.297752 6.65006e-05 1.16175 654.548 -70.409 108235 361.153 0 1 232914 324.502
 1.73053 0.302255 5.62555e-05 1.1836 650.366 -75.6101 111103 362.515 0 1 234673 326.953
 1.73685 0.298728 5.88977e-05 1.17955 650.874 -77.4425 110559 362.245 0 1 234324 326.467
 1.7442 0.301159 8.36846e-05 1.17894 651.049 -78.1254 110492 362.229 0 1 234304 326.439
