# t = 1
# 1:pos.x 2:pos.y 3:pos.z 4:n.x 5:n.y 6:n.z 7:area 8:cellWidthNormalToSurface 9:outsign 10:p 11:rho 12:T 13:velx 14:vely 15:velz 16:mu 17:a 18:Re 19:y+ 20:tau_wall_x 21:tau_wall_y 22:tau_wall_z 23:q_total 24:q_cond 25:q_diff
-2.2873188428260811e-02 3.0464226728599636e-02 0.0000000000000000e+00 6.0042022532588180e-01 -7.9968465848709225e-01 0.0000000000000000e+00 1.1968975791607397e-03 1.7614530970436358e-04 1 1.4911634678200149e+04 1.5037581349317264e-01 3.4538952576983388e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.0546252131994854e-05 6.8485791531184361e+02 8.8291102432318007e+02 1.5570035230332065e+01 7.0936242597435694e+01 5.1632187651870190e+01 0.0000000000000000e+00 -1.5306633281734161e+05 -1.5306633281734161e+05 0.0000000000000000e+00
-2.1904997404254695e-02 3.1167658682773138e-02 0.0000000000000000e+00 5.7500525204327846e-01 -8.1814971742502351e-01 0.0000000000000000e+00 1.1968975791607306e-03 1.8209426300198019e-04 1 1.4037121097016981e+04 1.4265972934988669e-01 3.4271928913085168e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.0427965553135414e-05 6.8100155277373915e+02 8.6600548826895033e+02 1.5691163074968133e+01 7.1753518134911261e+01 4.8987775031188505e+01 0.0000000000000000e+00 -1.4471335267014295e+05 -1.4471335267014295e+05 0.0000000000000000e+00
-2.0915188792432968e-02 3.1840331920743779e-02 0.0000000000000000e+00 5.4902281799813457e-01 -8.3580736136826850e-01 0.0000000000000000e+00 1.1968975791607456e-03 1.8822981447487791e-04 1 1.3186533883747359e+04 1.3503008061467434e-01 3.4014338211003769e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.0313417040427633e-05 6.7692523520674558e+02 8.4698683666696718e+02 1.5780403602212004e+01 7.2375816327908765e+01 4.6288730669091720e+01 0.0000000000000000e+00 -1.3667629169175657e+05 -1.3667629169175657e+05 0.0000000000000000e+00
-1.9904739414394450e-02 3.2481582595238506e-02 0.0000000000000000e+00 5.2249856471594791e-01 -8.5264016435409273e-01 0.0000000000000000e+00 1.1968975791607334e-03 1.9455404629660738e-04 1 1.2359361703226818e+04 1.2748909484117765e-01 3.3766410984240633e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.0202753284663336e-05 6.7261751787399487e+02 8.2579247116257568e+02 1.5837472806617534e+01 7.2826083767636291e+01 4.3559816622547643e+01 0.0000000000000000e+00 -1.2896174051665229e+05 -1.2896174051665229e+05 0.0000000000000000e+00
-1.8874646461682243e-02 3.3090777869260721e-02 0.0000000000000000e+00 4.9545866843240927e-01 -8.6863151443819020e-01 0.0000000000000000e+00 1.1968975791607375e-03 2.0106916234302900e-04 1 1.1559746685608587e+04 1.2008788823702549e-01 3.3528259337812074e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.0096068378744282e-05 6.6810203132257357e+02 8.0274270733126946e+02 1.5863107304807453e+01 7.3109885831288182e+01 4.0807514578454935e+01 0.0000000000000000e+00 -1.2157053193995434e+05 -1.2157053193995434e+05 0.0000000000000000e+00
-1.7825926511676034e-02 3.3667316540624000e-02 0.0000000000000000e+00 4.6792981426056901e-01 -8.8376563008869569e-01 0.0000000000000000e+00 1.1968975791607291e-03 2.0777747142395613e-04 1 1.0789524490005300e+04 1.1285493428130812e-01 3.3299955294501200e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9993437996194973e-05 6.6339394246865481e+02 7.7804197997471454e+02 1.5857125859188239e+01 7.3229815992698832e+01 3.8041696218835071e+01 0.0000000000000000e+00 -1.1450220732274244e+05 -1.1450220732274244e+05 0.0000000000000000e+00
-1.6759614524352998e-02 3.4210629635266068e-02 0.0000000000000000e+00 4.3993916985591858e-01 -8.9802757576061398e-01 0.0000000000000000e+00 1.1968975791607356e-03 2.1468137179871119e-04 1 1.0049664590408389e+04 1.0581027027198869e-01 3.3081534111285043e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9894920465895276e-05 6.5849540974372167e+02 7.5185264180960451e+02 1.5819636473086423e+01 7.3189576887155269e+01 3.5281326017402648e+01 0.0000000000000000e+00 -1.0775422604802986e+05 -1.0775422604802986e+05 0.0000000000000000e+00
-1.5676762820907200e-02 3.4720180968757501e-02 0.0000000000000000e+00 4.1151435860510566e-01 -9.1140327663544651e-01 0.0000000000000000e+00 1.1968975791607338e-03 2.2178333690057883e-04 1 9.3406313505507533e+03 9.8968995744107932e-02 3.2872971718993273e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9800546177856899e-05 6.5342911402773746e+02 7.2435154002349532e+02 1.5750733794896108e+01 7.2997608505985426e+01 3.2537009610034666e+01 0.0000000000000000e+00 -1.0132107046212160e+05 -1.0132107046212160e+05 0.0000000000000000e+00
-1.4578440045235685e-02 3.5195467675451009e-02 0.0000000000000000e+00 3.8268343236508517e-01 -9.2387953251128863e-01 0.0000000000000000e+00 1.1968975791607293e-03 2.2908590219074861e-04 1 8.6630447569347980e+03 9.2347641131473104e-02 3.2674326851522324e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9710381698958606e-05 6.4827140967665287e+02 6.9580253125287766e+02 1.5650995559109614e+01 7.2663228608785374e+01 2.9818971396857538e+01 0.0000000000000000e+00 -9.5207543075263035e+04 -9.5207543075263035e+04 0.0000000000000000e+00
-1.3465730109315916e-02 3.5636020704749166e-02 0.0000000000000000e+00 3.5347484377925764e-01 -9.3544403082986716e-01 0.0000000000000000e+00 1.1968975791607332e-03 2.3659165306154893e-04 1 8.0176987612389021e+03 8.5964748361409188e-02 3.2485625721258208e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9624477687425528e-05 6.4303573279005843e+02 6.6643349268293980e+02 1.5522260705772348e+01 7.2200722902782132e+01 2.7142931509897860e+01 0.0000000000000000e+00 -8.9414769481145864e+04 -8.9414769481145864e+04 0.0000000000000000e+00
-1.2339731123515552e-02 3.6041405284000648e-02 0.0000000000000000e+00 3.2391741819814757e-01 -9.4608535882754585e-01 0.0000000000000000e+00 1.1968975791607364e-03 2.4430321370991312e-04 1 7.4046773410175228e+03 7.9831423266486720e-02 3.2306816453409994e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9542847758994092e-05 6.3772420363751189e+02 6.3642627809351109e+02 1.5365367424822598e+01 7.1618680012106410e+01 2.4516984626782527e+01 0.0000000000000000e+00 -8.3934969425748670e+04 -8.3934969425748670e+04 0.0000000000000000e+00
-1.1201554312890065e-02 3.6411221347568419e-02 0.0000000000000000e+00 2.9404032523230611e-01 -9.5579301479832945e-01 0.0000000000000000e+00 1.1968975791607386e-03 2.5222323690446202e-04 1 6.8242720866926320e+03 7.3960553615583902e-02 3.2137943154764577e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9465547724137866e-05 6.3234269793926842e+02 6.0599791175713597e+02 1.5182085418213124e+01 7.0929325293185897e+01 2.1950441252224554e+01 0.0000000000000000e+00 -7.8760820030327915e+04 -7.8760820030327915e+04 0.0000000000000000e+00
-1.0052322920537803e-02 3.6745103931646171e-02 0.0000000000000000e+00 2.6387304996537908e-01 -9.6455741845779641e-01 0.0000000000000000e+00 1.1968975791607304e-03 2.6035439457383516e-04 1 6.2758050978878764e+03 6.8354403519895884e-02 3.1978997664681214e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9392607984013822e-05 6.2689484244564801e+02 5.7529405873406415e+02 1.4972618718084334e+01 7.0137207662682798e+01 1.9446805638922417e+01 0.0000000000000000e+00 -7.3883560860090511e+04 -7.3883560860090511e+04 0.0000000000000000e+00
-8.8931710990946232e-03 3.7042723534433546e-02 0.0000000000000000e+00 2.3344536385590367e-01 -9.7236992039767700e-01 0.0000000000000000e+00 1.1968975791607364e-03 2.6869936914768980e-04 1 5.7597296558503413e+03 6.3026594564533259e-02 3.1830257714047895e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9324188894790790e-05 6.2139001212763412e+02 5.4456971222363313e+02 1.4740383772109908e+01 6.9262051447784629e+01 1.7017154519791262e+01 0.0000000000000000e+00 -6.9295095585291128e+04 -6.9295095585291128e+04 0.0000000000000000e+00
-7.7252427914621937e-03 3.7303786441314636e-02 0.0000000000000000e+00 2.0278729535650417e-01 -9.7922281062176753e-01 0.0000000000000000e+00 1.1968975791607336e-03 2.7726084558691867e-04 1 5.2740003185331443e+03 5.7963348149727166e-02 3.1691922517110976e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9260413955736119e-05 6.1583734129298489e+02 5.1385715610305760e+02 1.4482748800691436e+01 6.8294610559727047e+01 1.4655532859542292e+01 0.0000000000000000e+00 -6.4988060542101994e+04 -6.4988060542101994e+04 0.0000000000000000e+00
