0 0 0 0.0078125 -0.9921875 0 0 0.0078125 -0.9921875
0.01 0.00097355166837724 0.012408107098454 0.6328125 -0.4453125 0.00063764676987155 0.11139168325532 0.0703125 0.4765625
0.02 0.003415139382917 0.045295293530264 0.6796875 -0.4453125 0.0024060602371633 0.21282690978883 0.9296875 0.5078125
0.03 0.0057328618742214 0.083939539475174 0.6953125 -0.4453125 0.005187335797873 0.2897232118336 0.0703125 0.4921875
0.04 0.0085294499123919 0.11802879813881 0.3828125 -0.5390625 0.0088125341265062 0.3435531955008 0.9453125 0.5078125
0.05 0.011144247247853 0.17937644866982 0.3671875 -0.5390625 0.015749251487322 0.4235285688945 0.0546875 0.4921875
0.06 0.017619091085933 0.30673103479828 0.9921875 0.4921875 0.024942070196737 0.55383303873846 0.9140625 0.5234375
0.07 0.03060670194883 0.51858868836813 0.9609375 0.5078125 0.044991165806186 0.72013102166768 0.0390625 0.4921875
0.08 0.044284628429223 0.78524671050609 0.8515625 -0.5078125 0.065752682618532 0.88614147318929 0.1015625 0.4609375
0.09 0.064104145049364 1.0713099180728 0.8046875 -0.5390625 0.08793549996653 1.0350410224106 0.1171875 0.4453125
0.1 0.082243860708429 1.4057614882249 0.8515625 -0.5234375 0.11677645926059 1.1856481300221 0.8828125 0.5546875
0.11 0.1109188251667 1.7921719848585 0.8515625 -0.5234375 0.14425642581577 1.3387202787956 0.9140625 0.5390625
0.12 0.11981758410393 2.1060566255057 0.1171875 -0.4921875 0.18562085930464 1.451225904367 0.1171875 0.4453125
0.13 0.11218870173265 2.0617355803541 0.0546875 -0.5859375 0.17901799666577 1.4358745002103 0.6796875 -0.5546875
0.14 0.10075288547123 1.6790480632906 0.9765625 -0.3984375 0.17672689149109 1.2957808700898 0.3203125 -0.4453125
0.15 0.081556835033528 1.1229720101871 0.0390625 -0.3828125 0.15056599302865 1.0597037369884 0.2890625 -0.4609375
0.16 0.056382677962412 0.67113872862135 0.8515625 -0.6328125 0.076269793406685 0.81923057109787 0.2421875 -0.4765625
0.17 0.038211891625424 0.49767286560758 0.6328125 0.5703125 0.0417784931149 0.70545932952055 0.6328125 0.5703125
0.18 0.023122208698145 0.37781023710548 0.1640625 0.3515625 0.044275507131372 0.61466270189875 0.3359375 0.4609375
0.19 0.018114135383758 0.30660379133864 0.7890625 -0.4296875 0.041469398372568 0.55371815153437 0.9921875 0.4453125
0.2 0.036237685360688 0.61380301805851 0.1953125 0.4296875 0.0190400318124 0.78345581755356 0.0390625 0.4453125
0.21 0.056376546873795 0.89943181962668 0.7734375 0.5703125 0.038120302605705 0.94838379342262 0.0234375 -0.4296875
0.22 0.063223467426538 0.89017195419247 0.2421875 0.4296875 0.056847891881758 0.94348924434382 0.9609375 0.5234375
0.23 0.05326393284408 0.7039831584991 0.2578125 0.4296875 0.037374312789516 0.83903704238794 0.8046875 0.5546875
0.24 0.035037686864201 0.50474453474237 0.2578125 0.4296875 0.021139400826364 0.71045375271186 0.2421875 0.4296875
