# lines-of-code-eilmer4.data (excluding src/gas/sample-data in dgd repo)
19/05/2015 34758
11/02/2016 52801
30/04/2016 60388
04/12/2016 70549
20/03/2017 73235
14/10/2017 104914
08/05/2018 114131
26/05/2019 155689
11/07/2020 173308
28/11/2020 191341
18/06/2021 206339
27/02/2022 217390

