1.383333 0.992014 100193.953162 566.961129 nan nan nan 
1.416667 0.991695 100148.882147 567.041272 nan nan nan 
1.450000 0.991368 100102.640307 567.123512 nan nan nan 
1.483333 0.991032 100055.198495 567.207902 nan nan nan 
1.516667 0.990688 100006.526906 567.294496 nan nan nan 
1.550000 0.990335 99956.595065 567.383350 nan nan nan 
1.583333 0.989972 99905.371817 567.474520 nan nan nan 
1.616667 0.989600 99852.825315 567.568065 nan nan nan 
1.650000 0.989219 99798.923006 567.664044 nan nan nan 
1.683333 0.988827 99743.631625 567.762518 nan nan nan 
1.716667 0.988426 99686.917181 567.863550 nan nan nan 
1.750000 0.988014 99628.744944 567.967202 nan nan nan 
1.783333 0.987591 99569.079440 568.073541 nan nan nan 
1.816667 0.987157 99507.884433 568.182632 nan nan nan 
1.850000 0.986712 99445.122919 568.294543 nan nan nan 
1.883333 0.986256 99380.757116 568.409345 nan nan nan 
1.916667 0.985788 99314.748449 568.527108 nan nan nan 
1.950000 0.985308 99247.057546 568.647905 nan nan nan 
1.983333 0.984816 99177.644222 568.771810 nan nan nan 
2.016667 0.984311 99106.467475 568.898899 nan nan nan 
2.050000 0.983793 99033.485472 569.029250 nan nan nan 
2.083333 0.983262 98958.655545 569.162941 nan nan nan 
2.116667 0.982718 98881.934176 569.300055 nan nan nan 
2.150000 0.982159 98803.276994 569.440672 nan nan nan 
2.183333 0.981587 98722.638767 569.584878 nan nan nan 
2.216667 0.981000 98639.973389 569.732759 nan nan nan 
2.250000 0.980397 98555.233882 569.884402 nan nan nan 
2.283333 0.979780 98468.372381 570.039897 nan nan nan 
2.316667 0.979147 98379.340132 570.199336 nan nan nan 
2.350000 0.978499 98288.087490 570.362811 nan nan nan 
2.383333 0.977833 98194.563909 570.530419 nan nan nan 
2.416667 0.977152 98098.717938 570.702257 nan nan nan 
2.450000 0.976453 98000.497225 570.878422 nan nan nan 
2.483333 0.975736 97899.848506 571.059017 nan nan nan 
2.516667 0.975002 97796.717609 571.244144 nan nan nan 
2.550000 0.974249 97691.049451 571.433908 nan nan nan 
2.583333 0.973478 97582.788041 571.628416 nan nan nan 
2.616667 0.972688 97471.876475 571.827776 nan nan nan 
2.650000 0.971878 97358.256947 572.032100 nan nan nan 
2.683333 0.971048 97241.870746 572.241500 nan nan nan 
2.716667 0.970197 97122.658263 572.456091 nan nan nan 
2.750000 0.969326 97000.558997 572.675991 nan nan nan 
2.783333 0.968433 96875.511560 572.901317 nan nan nan 
2.816667 0.967518 96747.453689 573.132192 nan nan nan 
2.850000 0.966581 96616.322253 573.368737 nan nan nan 
2.883333 0.965622 96482.053266 573.611080 nan nan nan 
2.916667 0.964639 96344.581896 573.859345 nan nan nan 
2.950000 0.963632 96203.842487 574.113663 nan nan nan 
2.983333 0.962601 96059.768568 574.374166 nan nan nan 
3.016667 0.961545 95912.292873 574.640986 nan nan nan 
3.050000 0.960464 95761.347363 574.914259 nan nan nan 
3.083333 0.959357 95606.863245 575.194122 nan nan nan 
3.116667 0.958224 95448.770995 575.480716 nan nan nan 
3.150000 0.957063 95287.000387 575.774181 nan nan nan 
3.183333 0.955876 95121.480517 576.074661 nan nan nan 
3.216667 0.954660 94952.139833 576.382301 nan nan nan 
3.250000 0.953415 94778.906171 576.697250 nan nan nan 
3.283333 0.952142 94601.706785 577.019656 nan nan nan 
3.316667 0.950839 94420.468384 577.349671 nan nan nan 
3.350000 0.949505 94235.117173 577.687447 nan nan nan 
3.383333 0.948140 94045.578896 578.033141 nan nan nan 
3.416667 0.946744 93851.778875 578.386908 nan nan nan 
3.450000 0.945316 93653.642061 578.748908 nan nan nan 
3.483333 0.943855 93451.093085 579.119301 nan nan nan 
3.516667 0.942361 93244.056303 579.498248 nan nan nan 
3.550000 0.940833 93032.455860 579.885913 nan nan nan 
3.583333 0.939271 92816.215743 580.282461 nan nan nan 
3.616667 0.937673 92595.259842 580.688059 nan nan nan 
3.650000 0.936040 92369.512016 581.102875 nan nan nan 
3.683333 0.934370 92138.896157 581.527078 nan nan nan 
3.716667 0.932663 91903.336264 581.960839 nan nan nan 
3.750000 0.930918 91662.756512 582.404330 nan nan nan 
3.783333 0.929135 91417.081332 582.857724 nan nan nan 
3.816667 0.927314 91166.235485 583.321194 nan nan nan 
3.850000 0.925452 90910.144152 583.794916 nan nan nan 
3.883333 0.923551 90648.733013 584.279066 nan nan nan 
3.916667 0.921608 90381.928339 584.773819 nan nan nan 
3.950000 0.919624 90109.657083 585.279354 nan nan nan 
3.983333 0.917598 89831.846976 585.795848 nan nan nan 
4.016667 0.915529 89548.426627 586.323479 nan nan nan 
4.050000 0.913417 89259.325619 586.862426 nan nan nan 
4.083333 0.911261 88964.474620 587.412866 nan nan nan 
4.116667 0.909060 88663.805486 587.974979 nan nan nan 
4.150000 0.906814 88357.251376 588.548944 nan nan nan 
4.183333 0.904522 88044.746860 589.134937 nan nan nan 
4.216667 0.902183 87726.228040 589.733138 nan nan nan 
4.250000 0.899798 87401.632667 590.343723 nan nan nan 
4.283333 0.897364 87070.900265 590.966870 nan nan nan 
4.316667 0.894882 86733.972252 591.602753 nan nan nan 
4.350000 0.892352 86390.792071 592.251547 nan nan nan 
4.383333 0.889772 86041.305314 592.913427 nan nan nan 
4.416667 0.887142 85685.459858 593.588563 nan nan nan 
4.450000 0.884461 85323.205998 594.277127 nan nan nan 
4.483333 0.881729 84954.496578 594.979288 nan nan nan 
4.516667 0.878946 84579.287134 595.695211 nan nan nan 
4.550000 0.876111 84197.536026 596.425063 nan nan nan 
4.583333 0.873222 83809.204583 597.169005 nan nan nan 
4.616667 0.870281 83414.257240 597.927197 nan nan nan 
4.650000 0.867286 83012.661681 598.699796 nan nan nan 
4.683333 0.864237 82604.388979 599.486957 nan nan nan 
4.716667 0.861134 82189.413741 600.288830 nan nan nan 
4.750000 0.857976 81767.714249 601.105563 nan nan nan 
4.783333 0.854762 81339.272600 601.937301 nan nan nan 
4.816667 0.851493 80904.074850 602.784182 nan nan nan 
4.850000 0.848168 80462.111152 603.646344 nan nan nan 
4.883333 0.844786 80013.375896 604.523918 nan nan nan 
4.916667 0.841348 79557.867845 605.417031 nan nan nan 
4.950000 0.837853 79095.590274 606.325807 nan nan nan 
4.983333 0.834301 78626.551099 607.250362 nan nan nan 
5.016667 0.830692 78150.763008 608.190809 nan nan nan 
5.050000 0.827025 77668.243590 609.147256 nan nan nan 
5.083333 0.823301 77179.015459 610.119802 nan nan nan 
5.116667 0.819519 76683.106369 611.108545 nan nan nan 
5.150000 0.815679 76180.549336 612.113572 nan nan nan 
5.183333 0.811781 75671.382743 613.134966 nan nan nan 
5.216667 0.807825 75155.650451 614.172805 nan nan nan 
5.250000 0.803812 74633.401892 615.227156 nan nan nan 
5.283333 0.799740 74104.692170 616.298083 nan nan nan 
5.316667 0.795611 73569.582142 617.385639 nan nan nan 
5.350000 0.791424 73028.138504 618.489873 nan nan nan 
5.383333 0.787180 72480.433860 619.610824 nan nan nan 
5.416667 0.782878 71926.546788 620.748523 nan nan nan 
5.450000 0.778519 71366.561899 621.902994 nan nan nan 
5.483333 0.774104 70800.569883 623.074252 nan nan nan 
5.516667 0.769633 70228.667551 624.262302 nan nan nan 
5.550000 0.765105 69650.957860 625.467142 nan nan nan 
5.583333 0.760522 69067.549940 626.688761 nan nan nan 
5.616667 0.755884 68478.559096 627.927138 nan nan nan 
5.650000 0.751191 67884.106815 629.182242 nan nan nan 
5.683333 0.746444 67284.320747 630.454034 nan nan nan 
5.716667 0.741644 66679.334688 631.742464 nan nan nan 
5.750000 0.736791 66069.288539 633.047472 nan nan nan 
5.783333 0.731886 65454.328266 634.368990 nan nan nan 
5.816667 0.726929 64834.605837 635.706937 nan nan nan 
5.850000 0.721922 64210.279150 637.061223 nan nan nan 
5.883333 0.716866 63581.511955 638.431747 nan nan nan 
5.916667 0.711760 62948.473752 639.818400 nan nan nan 
5.950000 0.706607 62311.339683 641.221058 nan nan nan 
5.983333 0.701407 61670.290413 642.639590 nan nan nan 
6.016667 0.696161 61025.511991 644.073852 nan nan nan 
6.050000 0.690870 60377.195703 645.523690 nan nan nan 
6.083333 0.685535 59725.537913 646.988940 nan nan nan 
6.116667 0.680159 59070.739884 648.469424 nan nan nan 
6.150000 0.674740 58413.007597 649.964956 nan nan nan 
6.183333 0.669282 57752.551548 651.475338 nan nan nan 
6.216667 0.663785 57089.586536 653.000360 nan nan nan 
6.250000 0.658251 56424.331439 654.539804 nan nan nan 
6.283333 0.652681 55757.008981 656.093438 nan nan nan 
6.316667 0.647076 55087.845478 657.661021 nan nan nan 
6.350000 0.641438 54417.070589 659.242299 nan nan nan 
6.383333 0.635769 53744.917035 660.837010 nan nan nan 
6.416667 0.630069 53071.620331 662.444879 nan nan nan 
6.450000 0.624342 52397.418490 664.065623 nan nan nan 
6.483333 0.618587 51722.551725 665.698947 nan nan nan 
6.516667 0.612808 51047.262148 667.344545 nan nan nan 
6.550000 0.607004 50371.793450 669.002103 nan nan nan 
6.583333 0.601180 49696.390584 670.671296 nan nan nan 
6.616667 0.595335 49021.299438 672.351789 nan nan nan 
6.650000 0.589472 48346.766500 674.043239 nan nan nan 
6.683333 0.583593 47673.038524 675.745291 nan nan nan 
6.716667 0.577699 47000.362187 677.457585 nan nan nan 
6.750000 0.571792 46328.983749 679.179748 nan nan nan 
6.783333 0.565875 45659.148707 680.911402 nan nan nan 
6.816667 0.559949 44991.101448 682.652159 nan nan nan 
6.850000 0.554015 44325.084906 684.401623 nan nan nan 
6.883333 0.548077 43661.340216 686.159392 nan nan nan 
6.916667 0.542135 43000.106374 687.925055 nan nan nan 
6.950000 0.536192 42341.619894 689.698196 nan nan nan 
6.983333 0.530249 41686.114479 691.478390 nan nan nan 
7.016667 0.524309 41033.820688 693.265209 nan nan nan 
7.050000 0.518374 40384.965612 695.058216 nan nan nan 
7.083333 0.512445 39739.772560 696.856972 nan nan nan 
7.116667 0.506524 39098.460750 698.661029 nan nan nan 
7.150000 0.500614 38461.245007 700.469939 nan nan nan 
7.183333 0.494716 37828.335479 702.283245 nan nan nan 
7.216667 0.488832 37199.937353 704.100491 nan nan nan 
7.250000 0.482963 36576.250590 705.921215 nan nan nan 
7.283333 0.477113 35957.469669 707.744952 nan nan nan 
7.316667 0.471282 35343.783348 709.571235 nan nan nan 
7.350000 0.465473 34735.374431 711.399597 nan nan nan 
7.383333 0.459687 34132.419558 713.229566 nan nan nan 
7.416667 0.453927 33535.089001 715.060672 nan nan nan 
7.450000 0.448193 32943.546487 716.892442 nan nan nan 
7.483333 0.442488 32357.949022 718.724405 nan nan nan 
7.516667 0.436813 31778.446746 720.556088 nan nan nan 
7.550000 0.431170 31205.182792 722.387021 nan nan nan 
7.583333 0.425560 30638.293170 724.216734 nan nan nan 
7.616667 0.419986 30077.906664 726.044759 nan nan nan 
7.650000 0.414448 29524.144745 727.870629 nan nan nan 
7.683333 0.408948 28977.121507 729.693881 nan nan nan 
7.716667 0.403489 28436.943612 731.514054 nan nan nan 
7.750000 0.398070 27903.710255 733.330690 nan nan nan 
7.783333 0.392693 27377.513150 735.143337 nan nan nan 
7.816667 0.387361 26858.436524 736.951545 nan nan nan 
7.850000 0.382073 26346.557133 738.754869 nan nan nan 
7.883333 0.376832 25841.944296 740.552869 nan nan nan 
7.916667 0.371638 25344.659934 742.345110 nan nan nan 
7.950000 0.366492 24854.758635 744.131164 nan nan nan 
7.983333 0.361396 24372.287729 745.910608 nan nan nan 
8.016667 0.356351 23897.287375 747.683025 nan nan nan 
8.050000 0.351358 23429.790664 749.448006 nan nan nan 
8.083333 0.346417 22969.823732 751.205148 nan nan nan 
8.116667 0.341530 22517.405891 752.954056 nan nan nan 
8.150000 0.336696 22072.549759 754.694342 nan nan nan 
8.183333 0.331918 21635.261419 756.425626 nan nan nan 
8.216667 0.327196 21205.540566 758.147536 nan nan nan 
8.250000 0.322530 20783.380683 759.859710 nan nan nan 
8.283333 0.317921 20368.769211 761.561792 nan nan nan 
8.316667 0.313369 19961.687735 763.253438 nan nan nan 
8.350000 0.308876 19562.112173 764.934310 nan nan nan 
8.383333 0.304441 19170.012970 766.604080 nan nan nan 
8.416667 0.300065 18785.355303 768.262432 nan nan nan 
8.450000 0.295748 18408.099282 769.909055 nan nan nan 
8.483333 0.291491 18038.200160 771.543652 nan nan nan 
8.516667 0.287294 17675.608550 773.165933 nan nan nan 
8.550000 0.283157 17320.270632 774.775619 nan nan nan 
8.583333 0.279080 16972.128372 776.372442 nan nan nan 
8.616667 0.275063 16631.119741 777.956141 nan nan nan 
8.650000 0.271106 16297.178928 779.526470 nan nan nan 
8.683333 0.267210 15970.236560 781.083188 nan nan nan 
8.716667 0.263375 15650.219915 782.626067 nan nan nan 
8.750000 0.259600 15337.053138 784.154890 nan nan nan 
8.783333 0.255885 15030.657450 785.669449 nan nan nan 
8.816667 0.252230 14730.951362 787.169546 nan nan nan 
8.850000 0.248635 14437.850875 788.654994 nan nan nan 
8.883333 0.245100 14151.269691 790.125617 nan nan nan 
8.916667 0.241624 13871.119404 791.581247 nan nan nan 
8.950000 0.238207 13597.309700 793.021729 nan nan nan 
8.983333 0.234850 13329.748544 794.446915 nan nan nan 
9.016667 0.231551 13068.342368 795.856670 nan nan nan 
9.050000 0.228310 12812.996248 797.250866 nan nan nan 
9.083333 0.225127 12563.614083 798.629389 nan nan nan 
9.116667 0.222002 12320.098759 799.992130 nan nan nan 
9.150000 0.218933 12082.352317 801.338993 nan nan nan 
9.183333 0.215921 11850.276107 802.669890 nan nan nan 
9.216667 0.212965 11623.770944 803.984744 nan nan nan 
9.250000 0.210065 11402.737248 805.283486 nan nan nan 
9.283333 0.207219 11187.075187 806.566056 nan nan nan 
9.316667 0.204428 10976.684809 807.832403 nan nan nan 
9.350000 0.201691 10771.466169 809.082487 nan nan nan 
9.383333 0.199007 10571.319451 810.316273 nan nan nan 
9.416667 0.196376 10376.145079 811.533739 nan nan nan 
9.450000 0.193796 10185.843831 812.734867 nan nan nan 
9.483333 0.191269 10000.316934 813.919651 nan nan nan 
9.516667 0.188791 9819.466169 815.088091 nan nan nan 
9.550000 0.186364 9643.193953 816.240194 nan nan nan 
9.583333 0.183987 9471.403433 817.375977 nan nan nan 
9.616667 0.181658 9303.998555 818.495464 nan nan nan 
9.650000 0.179378 9140.884147 819.598684 nan nan nan 
9.683333 0.177145 8981.965977 820.685676 nan nan nan 
9.716667 0.174958 8827.150840 821.756490 nan nan nan 
9.750000 0.172818 8676.346529 822.811152 nan nan nan 
9.783333 0.170723 8529.462231 823.849820 nan nan nan 
9.816667 0.168674 8386.407224 824.872161 nan nan nan 
9.850000 0.166665 8247.096234 825.879854 nan nan nan 
9.883333 0.164711 8111.428554 826.866490 nan nan nan 
9.916667 0.162756 7979.370508 827.858769 nan nan nan 
9.950000 0.161003 7850.630498 828.754678 nan nan nan 
9.983333 0.158160 7725.937157 830.215859 nan nan nan 
