0.016667 0.999685 101280.372563 565.033637
0.050000 0.999358 101233.970522 565.115786
0.083333 0.999018 101185.725248 565.201213
0.116667 0.998664 101135.565614 565.290047
0.150000 0.998296 101083.417920 565.382419
0.183333 0.997914 101029.205811 565.478469
0.216667 0.997516 100972.850200 565.578337
0.250000 0.997103 100914.269180 565.682172
0.283333 0.996673 100853.377947 565.790127
0.316667 0.996226 100790.088715 565.902360
0.350000 0.995762 100724.310626 566.019037
0.383333 0.995279 100655.949672 566.140326
0.416667 0.994777 100584.908605 566.266404
0.450000 0.994255 100511.086850 566.397454
0.483333 0.993713 100434.380419 566.533665
0.516667 0.993150 100354.681827 566.675233
0.550000 0.992565 100271.879999 566.822359
0.583333 0.991956 100185.860194 566.975254
0.616667 0.991324 100096.503910 567.134134
0.650000 0.990668 100003.688806 567.299222
0.683333 0.989985 99907.288619 567.470752
0.716667 0.989276 99807.173080 567.648960
0.750000 0.988540 99703.207842 567.834096
0.783333 0.987776 99595.254394 568.026415
0.816667 0.986981 99483.170001 568.226179
0.850000 0.986156 99366.807623 568.433662
0.883333 0.985300 99246.015859 568.649144
0.916667 0.984411 99120.638879 568.872916
0.950000 0.983487 98990.516375 569.105276
0.983333 0.982529 98855.483511 569.346532
1.016667 0.981534 98715.370874 569.597002
1.050000 0.980501 98570.004448 569.857012
1.083333 0.979429 98419.205578 570.126901
1.116667 0.978317 98262.790959 570.407013
1.150000 0.977163 98100.572621 570.697707
1.183333 0.975966 97932.357935 570.999348
1.216667 0.974724 97757.949623 571.312314
1.250000 0.973435 97577.145784 571.636992
1.283333 0.972099 97389.739936 571.973779
1.316667 0.970714 97195.521065 572.323084
1.350000 0.969278 96994.273697 572.685325
1.383333 0.967789 96785.777982 573.060931
1.416667 0.966245 96569.809797 573.450343
1.450000 0.964646 96346.140867 573.854009
1.483333 0.962989 96114.538910 574.272391
1.516667 0.961272 95874.767797 574.705959
1.550000 0.959494 95626.587740 575.155195
1.583333 0.957652 95369.755498 575.620591
1.616667 0.955745 95104.024614 576.102648
1.650000 0.953770 94829.145675 576.601877
1.683333 0.951726 94544.866597 577.118799
1.716667 0.949612 94250.932942 577.653945
1.750000 0.947423 93947.088263 578.207853
1.783333 0.945160 93633.074481 578.781072
1.816667 0.942818 93308.632288 579.374158
1.850000 0.940398 92973.501593 579.987676
1.883333 0.937895 92627.421990 580.622196
1.916667 0.935309 92270.133267 581.278298
1.950000 0.932637 91901.375952 581.956567
1.983333 0.929876 91520.891883 582.657592
2.016667 0.927025 91128.424831 583.381969
2.050000 0.924081 90723.721142 584.130298
2.083333 0.921043 90306.530427 584.903183
2.116667 0.917907 89876.606285 585.701229
2.150000 0.914673 89433.707057 586.525045
2.183333 0.911337 88977.596625 587.375238
2.216667 0.907897 88508.045234 588.252418
2.250000 0.904352 88024.830361 589.157191
2.283333 0.900700 87527.737602 590.090163
2.316667 0.896937 87016.561603 591.051935
2.350000 0.893063 86491.107011 592.043103
2.383333 0.889076 85951.189459 593.064259
2.416667 0.884972 85396.636568 594.115984
2.450000 0.880751 84827.288977 595.198855
2.483333 0.876411 84243.001394 596.313436
2.516667 0.871950 83643.643649 597.460278
2.550000 0.867366 83029.101780 598.639922
2.583333 0.862658 82399.279104 599.852893
2.616667 0.857825 81754.097312 601.099698
2.650000 0.852864 81093.497543 602.380829
2.683333 0.847776 80417.441469 603.696756
2.716667 0.842558 79725.912354 605.047928
2.750000 0.837210 79018.916105 606.434772
2.783333 0.831731 78296.482292 607.857690
2.816667 0.826120 77558.665142 609.317055
2.850000 0.820377 76805.544495 610.813216
2.883333 0.814501 76037.226713 612.346487
2.916667 0.808493 75253.845547 613.917155
2.950000 0.802351 74455.562934 615.525469
2.983333 0.796077 73642.569741 617.171646
3.016667 0.789671 72815.086425 618.855863
3.050000 0.783132 71973.363623 620.578262
3.083333 0.776463 71117.682643 622.338941
3.116667 0.769664 70248.355878 624.137958
3.150000 0.762735 69365.727095 625.975328
3.183333 0.755680 68470.171635 627.851019
3.216667 0.748498 67562.096488 629.764956
3.250000 0.741193 66641.940248 631.717012
3.283333 0.733765 65710.172938 633.707015
3.316667 0.726219 64767.295707 635.734742
3.350000 0.718555 63813.840387 637.799918
3.383333 0.710777 62850.368907 639.902217
3.416667 0.702889 61877.472566 642.041259
3.450000 0.694892 60895.771152 644.216613
3.483333 0.686792 59905.911921 646.427793
3.516667 0.678591 58908.568421 648.674257
3.550000 0.670295 57904.439172 650.955411
3.583333 0.661906 56894.246193 653.270604
3.616667 0.653430 55878.733393 655.619134
3.650000 0.644871 54858.664816 658.000240
3.683333 0.636234 53834.822759 660.413111
3.716667 0.627525 52808.005755 662.856880
3.750000 0.618749 51779.026445 665.330629
3.783333 0.609911 50748.709330 667.833387
3.816667 0.601017 49717.888436 670.364134
3.850000 0.592073 48687.404879 672.921799
3.883333 0.583084 47658.104362 675.505264
3.916667 0.574058 46630.834611 678.113364
3.950000 0.565000 45606.442759 680.744892
3.983333 0.555917 44585.772704 683.398594
4.016667 0.546816 43569.662449 686.073180
4.050000 0.537701 42558.941446 688.767319
4.083333 0.528582 41554.427957 691.479646
4.116667 0.519463 40556.926450 694.208762
4.150000 0.510352 39567.225049 696.953237
4.183333 0.501255 38586.093055 699.711616
4.216667 0.492180 37614.278554 702.482417
4.250000 0.483131 36652.506122 705.264136
4.283333 0.474117 35701.474655 708.055251
4.316667 0.465144 34761.855325 710.854226
4.350000 0.456217 33834.289686 713.659511
4.383333 0.447344 32919.387935 716.469546
4.416667 0.438529 32017.727339 719.282769
4.450000 0.429781 31129.850841 722.097612
4.483333 0.421103 30256.265847 724.912509
4.516667 0.412502 29397.443209 727.725898
4.550000 0.403983 28553.816391 730.536225
4.583333 0.395551 27725.780843 733.341947
4.616667 0.387212 26913.693560 736.141531
4.650000 0.378970 26117.872844 738.933464
4.683333 0.370830 25338.598252 741.716252
4.716667 0.362796 24576.110735 744.488423
4.750000 0.354872 23830.612957 747.248528
4.783333 0.347063 23102.269785 749.995149
4.816667 0.339370 22391.208946 752.726897
4.850000 0.331799 21697.521839 755.442413
4.883333 0.324351 21021.264490 758.140377
4.916667 0.317029 20362.458636 760.819501
4.950000 0.309837 19721.092933 763.478539
4.983333 0.302776 19097.124268 766.116283
5.016667 0.295847 18490.479161 768.731568
5.050000 0.289054 17901.055256 771.323272
5.083333 0.282396 17328.722868 773.890317
5.116667 0.275875 16773.326588 776.431671
5.150000 0.269493 16234.686929 778.946347
5.183333 0.263249 15712.601995 781.433408
5.216667 0.257144 15206.849174 783.891961
5.250000 0.251179 14717.186822 786.321164
5.283333 0.245352 14243.355950 788.720223
5.316667 0.239664 13785.081892 791.088392
5.350000 0.234115 13342.075945 793.424974
5.383333 0.228704 12914.036974 795.729321
5.416667 0.223429 12500.652976 798.000833
5.450000 0.218291 12101.602596 800.238959
5.483333 0.213287 11716.556585 802.443194
5.516667 0.208416 11345.179204 804.613083
5.550000 0.203678 10987.129555 806.748215
5.583333 0.199069 10642.062859 808.848227
5.616667 0.194590 10309.631650 810.912800
5.650000 0.190237 9989.486908 812.941658
5.683333 0.186010 9681.279114 814.934572
5.716667 0.181905 9384.659238 816.891352
5.750000 0.177921 9099.279646 818.811853
5.783333 0.174056 8824.794946 820.695966
5.816667 0.170307 8560.862754 822.543625
5.850000 0.166672 8307.144395 824.354801
5.883333 0.163150 8063.305537 826.129500
5.916667 0.159737 7829.016758 827.867768
5.950000 0.156431 7603.954052 829.569681
5.983333 0.153230 7387.799277 831.235351
6.016667 0.150131 7180.240538 832.864922
6.050000 0.147133 6980.972528 834.458567
6.083333 0.144231 6789.696807 836.016491
6.116667 0.141425 6606.122037 837.538924
6.150000 0.138712 6429.964177 839.026126
6.183333 0.136089 6260.946628 840.478381
6.216667 0.133553 6098.800342 841.895998
6.250000 0.131103 5943.263900 843.279307
6.283333 0.128736 5794.083551 844.628663
6.316667 0.126450 5651.013225 845.944440
6.350000 0.124243 5513.814515 847.227029
6.383333 0.122112 5382.256639 848.476843
6.416667 0.120054 5256.116376 849.694309
6.450000 0.118069 5135.177986 850.879871
6.483333 0.116153 5019.233109 852.033985
6.516667 0.114304 4908.080650 853.157123
6.550000 0.112521 4801.526652 854.249768
6.583333 0.110801 4699.384156 855.312414
6.616667 0.109143 4601.473052 856.345562
6.650000 0.107544 4507.619920 857.349727
6.683333 0.106002 4417.657868 858.325427
6.716667 0.104516 4331.426359 859.273189
6.750000 0.103084 4248.771042 860.193545
6.783333 0.101704 4169.543574 861.087032
6.816667 0.100374 4093.601438 861.954188
6.850000 0.099093 4020.807766 862.795559
6.883333 0.097859 3951.031163 863.611688
6.916667 0.096670 3884.145520 864.403121
6.950000 0.095525 3820.029841 865.170405
6.983333 0.094422 3758.568067 865.914085
7.016667 0.093360 3699.648898 866.634707
7.050000 0.092338 3643.165627 867.332812
7.083333 0.091354 3589.015966 868.008940
7.116667 0.090406 3537.101888 868.663629
7.150000 0.089494 3487.329456 869.297411
7.183333 0.088616 3439.608677 869.910814
7.216667 0.087771 3393.853339 870.504362
7.250000 0.086957 3349.980869 871.078573
7.283333 0.086175 3307.912182 871.633959
7.316667 0.085421 3267.571545 872.171027
7.350000 0.084697 3228.886440 872.690276
7.383333 0.083999 3191.787432 873.192197
7.416667 0.083329 3156.208040 873.677276
7.450000 0.082683 3122.084616 874.145990
7.483333 0.082062 3089.356228 874.598808
7.516667 0.081465 3057.964543 875.036192
7.550000 0.080890 3027.853719 875.458594
7.583333 0.080338 2998.970296 875.866458
7.616667 0.079806 2971.263100 876.260222
7.650000 0.079295 2944.683139 876.640310
7.683333 0.078803 2919.183516 877.007141
7.716667 0.078331 2894.719331 877.361124
7.750000 0.077876 2871.247602 877.702660
7.783333 0.077439 2848.727177 878.032138
7.816667 0.081302 3607.662871 847.251007
7.850000 0.224779 29160.379268 346.910166
7.883333 0.338797 47828.238919 200.632375
7.916667 0.345779 48956.433867 193.305480
7.950000 0.346350 49061.281541 192.051822
7.983333 0.346723 49133.701562 191.012495
8.016667 0.347074 49202.277804 190.019680
8.050000 0.347410 49267.775988 189.067965
8.083333 0.347731 49330.360806 188.155475
8.116667 0.348037 49390.175809 187.280496
8.150000 0.348330 49447.356111 186.441402
8.183333 0.348610 49502.029199 185.636643
8.216667 0.348878 49554.315455 184.864744
8.250000 0.349134 49604.328631 184.124302
8.283333 0.349379 49652.176280 183.413976
8.316667 0.349614 49697.960163 182.732492
8.350000 0.349838 49741.776609 182.078631
8.383333 0.350053 49783.716868 181.451232
8.416667 0.350258 49823.867417 180.849185
8.450000 0.350455 49862.310257 180.271432
8.483333 0.350644 49899.123185 179.716961
8.516667 0.350824 49934.380039 179.184805
8.550000 0.350997 49968.150940 178.674040
8.583333 0.351163 50000.502503 178.183784
8.616667 0.351321 50031.498042 177.713190
8.650000 0.351473 50061.197757 177.261451
8.683333 0.351619 50089.658912 176.827794
8.716667 0.351759 50116.935995 176.411479
8.750000 0.351892 50143.080877 176.011797
8.783333 0.352021 50168.142949 175.628071
8.816667 0.352144 50192.169260 175.259651
8.850000 0.352261 50215.204645 174.905917
8.883333 0.352374 50237.291836 174.566271
8.916667 0.352483 50258.471579 174.240144
