0.000000000000000000e+00 1.986916368167394864e-02
9.996995396986448762e-04 1.989737471228852916e-02
1.999399079397289752e-03 1.992570033109107228e-02
2.999098619095934629e-03 1.995413753724023173e-02
3.998798158794579505e-03 1.998268340318336278e-02
4.998497698493224381e-03 2.001133507339009424e-02
5.998176566615174947e-03 2.004090557565431710e-02
6.997640779904758246e-03 2.007741799217171649e-02
7.996911009938666853e-03 2.012005380559759790e-02
8.996145728930345434e-03 2.016369186818791487e-02
9.995192958387851684e-03 2.021181921418476607e-02
1.099399507258037173e-02 2.026542821429818883e-02
1.199256505070795190e-02 2.032362563585225074e-02
1.299094019172535378e-02 2.038548518463764378e-02
1.398910147723899343e-02 2.045100962254623941e-02
1.498690574298986930e-02 2.052221865224805944e-02
1.598432214341992744e-02 2.059912935067648512e-02
1.698142879771167776e-02 2.068032482650048257e-02
1.797816677894615439e-02 2.076624115524472458e-02
1.897443247065192656e-02 2.085788138040675643e-02
1.997023812800874376e-02 2.095474561581528797e-02
2.096550831205266918e-02 2.105731433773990260e-02
2.196021754487986755e-02 2.116554904176697061e-02
2.295439595884707362e-02 2.127886376426011902e-02
2.394795853922867049e-02 2.139776408511242373e-02
2.494088481453934913e-02 2.152218598054949847e-02
2.593301986913208734e-02 2.165306350184744225e-02
2.692421165723280635e-02 2.179127763492176226e-02
2.791464471701073785e-02 2.193512650328628688e-02
2.890392785504393089e-02 2.208694639238817370e-02
2.989204726505233917e-02 2.224658763563655550e-02
3.087936262306605409e-02 2.241134620570015001e-02
3.186517445707119645e-02 2.258514450520061542e-02
3.284933103826133405e-02 2.276850609419498600e-02
3.383224567742578598e-02 2.295867275915680975e-02
3.481322319481632704e-02 2.315884411070516513e-02
3.579229949268572519e-02 2.336852004240953101e-02
3.676926523671919522e-02 2.358802841620199348e-02
3.774418803692210223e-02 2.381682210244059905e-02
3.871811433255617496e-02 2.404997403524259184e-02
3.969020767583557319e-02 2.429082362759281410e-02
4.066066453094685507e-02 2.453844975711958615e-02
4.162973039090558935e-02 2.479159494519555390e-02
4.259747028294483262e-02 2.504995677650722133e-02
4.356410218470656293e-02 2.531254382953737614e-02
4.452978054178530209e-02 2.557875465439990448e-02
4.549542848388896110e-02 2.584511309684076052e-02
4.646043501405826281e-02 2.611386032851954753e-02
4.742483372790666507e-02 2.638487586425609238e-02
4.838877606581333535e-02 2.665757217168428228e-02
4.935229344720651334e-02 2.693183896350034162e-02
5.031545110102522700e-02 2.720742077129836151e-02
5.127834092981303771e-02 2.748399300947109922e-02
5.224107726211818514e-02 2.776113891673097009e-02
5.320362517679090575e-02 2.803898499897377813e-02
5.416608263356181840e-02 2.831717914174169959e-02
5.512847421360092537e-02 2.859563514341506574e-02
5.609083660420247086e-02 2.887422164585742856e-02
5.705323129231949786e-02 2.915272072988725829e-02
5.801612059502823937e-02 2.942949150120359805e-02
5.897908615828870160e-02 2.970601763416052046e-02
5.994214073770448570e-02 2.998225106931283121e-02
6.090531222072841089e-02 3.025809352270554184e-02
6.186861215178635076e-02 3.053349994349149887e-02
6.283206550386331857e-02 3.080838243003571064e-02
6.379568249712651296e-02 3.108269933429980841e-02
6.475950376527279950e-02 3.135630599484393044e-02
6.572353692381294188e-02 3.162916827676495041e-02
6.668779582833865571e-02 3.190123739638181521e-02
6.765228714630054652e-02 3.217248157418367560e-02
6.861701117574037223e-02 3.244290108934193978e-02
6.958198586913051653e-02 3.271242186361682236e-02
7.054722514742886585e-02 3.298099419335384641e-02
7.151273121606821492e-02 3.324860026071582708e-02
7.247852364895976396e-02 3.351516868550102196e-02
7.344459701824042341e-02 3.378070915155751558e-02
7.441096032882014988e-02 3.404518872967016857e-02
7.537761688086021261e-02 3.430858405470336298e-02
7.634457470213512620e-02 3.457086535119498899e-02
7.731183636376097457e-02 3.483201110588326349e-02
7.827940900004433378e-02 3.509199442427537313e-02
7.924697007060904630e-02 3.535204208019439298e-02
8.021485033880577931e-02 3.561088319986452366e-02
8.118305485858356985e-02 3.586849826558458076e-02
8.215158402792673009e-02 3.612487219274508610e-02
8.312044311742443348e-02 3.637998421081935913e-02
8.408963020931080334e-02 3.663382769949471984e-02
8.505914928950930598e-02 3.688638650729874485e-02
8.602899892859713904e-02 3.713765170676182337e-02
8.699918267864380217e-02 3.738760851400695778e-02
8.796969881686883541e-02 3.763624875657287094e-02
8.894055049489613118e-02 3.788355892257037200e-02
8.991174052050045218e-02 3.812951190506958660e-02
9.088326686873794691e-02 3.837411504270905188e-02
9.185512790968881902e-02 3.861735875021977266e-02
9.282733129228527835e-02 3.885921045835753068e-02
9.379986922460088750e-02 3.909968573042088558e-02
9.477274378938632671e-02 3.933877453228111498e-02
9.574566270706745541e-02 3.957769518430898081e-02
9.671891052203707151e-02 3.981524377661534164e-02
9.769249524898598880e-02 4.005138505540841581e-02
9.866641384239781265e-02 4.028611456325836837e-02
9.964066772994567556e-02 4.051942449752243131e-02
1.006152536710228085e-01 4.075131102378307113e-02
1.015901728670737664e-01 4.098176711030166591e-02
1.025654218957136460e-01 4.121078952844371007e-02
1.035410017516091019e-01 4.143837196240006404e-02
1.045166365780770129e-01 4.166572798676047851e-02
1.054925914000886672e-01 4.189167192629477537e-02
1.064688747988856710e-01 4.211616360029551281e-02
1.074454829768753117e-01 4.233920109375166607e-02
1.084224164959532999e-01 4.256077965990813505e-02
1.093996714179252816e-01 4.278089793329021423e-02
1.103772397742269207e-01 4.299959057684616531e-02
1.113551175166638818e-01 4.321685718994051212e-02
1.123333132219616337e-01 4.343265566848375503e-02
1.133115678861440767e-01 4.364819357280663725e-02
1.142901280508880624e-01 4.386230010041859695e-02
1.152690022613440390e-01 4.407493254281476258e-02
1.162481862001453481e-01 4.428609117942906848e-02
1.172276713786562508e-01 4.449581464820775989e-02
1.182074534406519495e-01 4.470410401342057860e-02
1.191875407733699738e-01 4.491091595747203485e-02
1.201676873847940252e-01 4.511745186746170255e-02
1.211481261922199015e-01 4.532255182002330185e-02
1.221288570346160257e-01 4.552621458832303847e-02
1.231098753946548163e-01 4.572844216812009532e-02
1.240911894339912780e-01 4.592919089136268673e-02
1.250725620240403513e-01 4.612965707938652266e-02
1.260542170315559485e-01 4.632868828852922116e-02
1.270361541921983528e-01 4.652628374555210083e-02
1.280183688649435825e-01 4.672244632676511578e-02
1.290008689265343678e-01 4.691713233361961138e-02
1.299836415234259801e-01 4.711038809219213891e-02
1.309666862172869928e-01 4.730221301450938942e-02
1.319497873428876755e-01 4.749375067869311684e-02
1.329331554911836188e-01 4.768386081578941671e-02
1.339167902942468569e-01 4.787254315679469879e-02
1.349006869956939636e-01 4.805980176998285447e-02
1.358848452055637090e-01 4.824563650581478041e-02
1.368692601474533754e-01 4.843005178320555076e-02
1.378539314118864545e-01 4.861304756484578771e-02
1.388386561999651325e-01 4.879575541245734227e-02
1.398236320926683762e-01 4.897704859077377931e-02
1.408088585104055601e-01 4.915692730485045348e-02
1.417943307899925953e-01 4.933539662038053525e-02
1.427800410094215156e-01 4.951249970920115068e-02
1.437658024951663782e-01 4.968931621941667653e-02
1.447518041224009067e-01 4.986472931714439061e-02
1.457380452709748364e-01 5.003873950106351581e-02
1.467245212787658681e-01 5.021135246976992511e-02
1.477112315132672327e-01 5.038256883151343013e-02
1.486979905954405046e-01 5.055350114909317599e-02
1.496849717914105760e-01 5.072308567365798465e-02
1.506721814329779752e-01 5.089128080183130676e-02
1.516596148775700148e-01 5.105809284604342219e-02
1.526472648532803122e-01 5.122356434965368716e-02
1.536349611552235706e-01 5.138875531363819305e-02
1.546228754866898480e-01 5.155257125993826378e-02
1.556110007701828057e-01 5.171505438991485376e-02
1.565993388160942801e-01 5.187617035944174643e-02
1.575878891263877701e-01 5.203591988253578049e-02
1.585764769738683688e-01 5.219543392522585368e-02
1.595652718388028135e-01 5.235358978192827112e-02
1.605542732215214652e-01 5.251038823361526414e-02
1.615433109185644700e-01 5.266695359820294103e-02
1.625325499139102237e-01 5.282217020833143012e-02
1.635219897082617335e-01 5.297603890403699417e-02
1.645116198879396641e-01 5.312860757768303466e-02
1.655014399924606416e-01 5.327987692216875487e-02
1.664912942681362751e-01 5.343091710961357654e-02
1.674813391752048020e-01 5.358062735779653418e-02
1.684715742189918097e-01 5.372900859488392161e-02
1.694619947873209076e-01 5.387606953389849351e-02
1.704526003889773045e-01 5.402181114014451002e-02
1.714432379691440966e-01 5.416732827357713387e-02
1.724340503515608969e-01 5.431157425534977046e-02
1.734250370864672819e-01 5.445454989048177652e-02
1.744161989497597931e-01 5.459622601020785310e-02
1.754075354602528669e-01 5.473660364842662662e-02
1.763989018719249735e-01 5.487676140873434111e-02
1.773904331482361318e-01 5.501566845267507472e-02
1.783821288500121449e-01 5.515332564392791403e-02
1.793738533645888311e-01 5.529076561068765883e-02
1.803657423676724436e-01 5.542692916637681488e-02
1.813577953928948994e-01 5.556181740405886221e-02
1.823500035768186034e-01 5.569547650421814017e-02
1.833423664931258801e-01 5.582790738146584109e-02
1.843347562334328171e-01 5.596012597542078526e-02
1.853273005599033463e-01 5.609109138058381017e-02
1.863199990216209412e-01 5.622080473749167806e-02
1.873128431933367699e-01 5.634931161980340220e-02
1.883058326633961221e-01 5.647661298685938136e-02
1.892988470382333255e-01 5.660370719469409034e-02
1.902920023674266048e-01 5.672960692657169623e-02
1.912852982478832065e-01 5.685431316250802447e-02
1.922786180406342582e-01 5.697881511912954861e-02
1.932720779587482618e-01 5.710210108600908413e-02
1.942656775783460632e-01 5.722417226247036859e-02
1.952594091355411565e-01 5.734507316160750157e-02
1.962532722439051525e-01 5.746480480138415475e-02
1.972471574658576920e-01 5.758433750895289999e-02
1.982411701050881270e-01 5.770271269579635431e-02
1.992353097845698251e-01 5.781993139797160508e-02
2.002353097845698260e-01 5.793705929425529283e-02
2.012353097845698269e-01 5.805318579241385696e-02
2.022353097845698278e-01 5.816831061607233289e-02
2.032353097845698287e-01 5.828243349170438015e-02
2.042353097845698295e-01 5.839555414884042839e-02
2.052353097845698304e-01 5.850767232027770381e-02
2.062353097845698313e-01 5.861878774229221933e-02
2.072353097845698322e-01 5.872890015485260351e-02
2.082353097845698331e-01 5.883800930183576139e-02
2.092353097845698340e-01 5.894611493124420759e-02
2.102353097845698349e-01 5.905321679542523128e-02
2.112353097845698358e-01 5.915931465129153910e-02
2.122353097845698366e-01 5.926440826054363287e-02
2.132353097845698375e-01 5.936849738989362357e-02
2.142353097845698384e-01 5.947158181129057891e-02
2.152353097845698393e-01 5.957366130214724470e-02
2.162353097845698402e-01 5.967473564556820959e-02
2.172353097845698411e-01 5.977480463057929794e-02
2.182353097845698420e-01 5.987386805235830889e-02
2.192353097845698429e-01 5.997192571246685866e-02
2.202353097845698437e-01 6.006897741908352045e-02
2.212353097845698446e-01 6.016502298723790110e-02
2.222353097845698455e-01 6.026006223904590425e-02
2.232353097845698464e-01 6.035409500394588872e-02
2.242353097845698473e-01 6.044712111893579126e-02
2.252353097845698482e-01 6.053914042881113067e-02
2.262353097845698491e-01 6.063015278640386529e-02
2.272353097845698500e-01 6.072015805282195144e-02
2.282353097845698509e-01 6.080915609768971358e-02
2.292353097845698517e-01 6.089714679938879049e-02
2.302353097845698526e-01 6.098413004529976145e-02
2.312353097845698535e-01 6.107010573204427195e-02
2.322353097845698544e-01 6.115507376572768689e-02
2.332353097845698553e-01 6.123903406218217382e-02
2.342353097845698562e-01 6.132198654721024433e-02
2.352353097845698571e-01 6.140393115682849651e-02
2.362353097845698580e-01 6.148486783751178075e-02
2.372353097845698588e-01 6.156479654643751132e-02
2.382353097845698597e-01 6.164371725173019984e-02
2.392353097845698606e-01 6.172162993270603748e-02
2.402353097845698615e-01 6.179853458011763667e-02
2.412353097845698624e-01 6.187443119639869649e-02
2.422353097845698633e-01 6.194931979590872356e-02
2.432353097845698642e-01 6.202320040517751709e-02
2.442353097845698651e-01 6.209607306314966768e-02
2.452353097845698660e-01 6.216793782142869540e-02
2.462353097845698668e-01 6.223879474452102128e-02
2.472353097845698677e-01 6.230864391007959885e-02
2.482353097845698686e-01 6.237748540914718476e-02
2.492353097845698695e-01 6.244531934639915849e-02
2.502353097845698704e-01 6.251214584038590483e-02
2.512353097845698713e-01 6.257796502377459269e-02
2.522353097845698722e-01 6.264277704359050292e-02
2.532353097845698731e-01 6.270658206145750257e-02
2.542353097845698739e-01 6.276938025383810293e-02
2.552353097845698748e-01 6.283117181227243497e-02
2.562353097845698757e-01 6.289195694361679467e-02
2.572353097845698766e-01 6.295173587028093931e-02
2.582353097845698775e-01 6.301050883046482864e-02
2.592353097845698784e-01 6.306827607839413097e-02
2.602353097845698793e-01 6.312503788455485487e-02
2.612353097845698802e-01 6.318079453592682915e-02
2.622353097845698811e-01 6.323554633621615573e-02
2.632353097845698819e-01 6.328929360608631649e-02
2.642353097845698828e-01 6.334203668338821147e-02
2.652353097845698837e-01 6.339377592338873990e-02
2.662353097845698846e-01 6.344451169899824328e-02
2.672353097845698855e-01 6.349424440099624145e-02
2.682353097845698864e-01 6.354297443825605851e-02
2.692353097845698873e-01 6.359070223796771393e-02
2.702353097845698882e-01 6.363742824585924551e-02
2.712353097845698890e-01 6.368315292641651970e-02
2.722353097845698899e-01 6.372787676310137650e-02
2.732353097845698908e-01 6.377160025856790093e-02
2.742353097845698917e-01 6.381432393487701527e-02
2.752353097845698926e-01 6.385604833370925326e-02
2.762353097845698935e-01 6.389677401657559153e-02
2.772353097845698944e-01 6.393650156502635185e-02
2.782353097845698953e-01 6.397523158085813288e-02
2.792353097845698962e-01 6.401296468631856307e-02
2.802353097845698970e-01 6.404970152430919383e-02
2.812353097845698979e-01 6.408544275858593653e-02
2.822353097845698988e-01 6.412018907395748701e-02
2.832353097845698997e-01 6.415394117648141881e-02
2.842353097845699006e-01 6.418669979365788925e-02
2.852353097845699015e-01 6.421846567462108357e-02
2.862353097845699024e-01 6.424923959032814713e-02
2.872353097845699033e-01 6.427902233374560570e-02
2.882353097845699041e-01 6.430781472003330168e-02
2.892353097845699050e-01 6.433561758672569353e-02
2.902353097845699059e-01 6.436243179391053226e-02
2.912353097845699068e-01 6.438825822440484570e-02
2.922353097845699077e-01 6.441309778392806384e-02
2.932353097845699086e-01 6.443695140127243814e-02
2.942353097845699095e-01 6.445982002847054637e-02
2.952353097845699104e-01 6.448170464095986931e-02
2.962353097845699113e-01 6.450260623774439761e-02
2.972353097845699121e-01 6.452252584155324100e-02
2.982353097845699130e-01 6.454146449899600402e-02
2.992353097845699139e-01 6.455942328071526126e-02
3.002353097845699148e-01 6.457640328153564646e-02
3.012353097845699157e-01 6.459240562060974966e-02
3.022353097845699166e-01 6.460743144156068374e-02
3.032353097845699175e-01 6.462148191262137575e-02
3.042353097845699184e-01 6.463455822677030560e-02
3.052353097845699192e-01 6.464666160186395560e-02
3.062353097845699201e-01 6.465779328076561028e-02
3.072353097845699210e-01 6.466795453147052009e-02
3.082353097845699219e-01 6.467811578217542989e-02
3.092353097845699228e-01 6.468727703288033870e-02
