0.005 222.0 0.0
0.0050067 222.222 1.02079
0.00502678 222.888 4.06881
0.00506023 223.998 9.10285
0.00510704 225.552 16.0495
0.0051671 227.328 24.8238
0.0052403 229.326 35.3124
0.00532656 231.768 47.3778
0.00542578 234.21 60.8649
0.00553729 236.874 75.6779
0.00566106 239.538 91.5661
0.00579707 241.98 108.47
0.00594406 244.422 126.209
0.00610204 246.642 144.606
0.00627058 248.862 163.481
0.00644925 250.86 182.834
0.0066368 252.414 202.425
0.00683322 253.968 222.136
0.00703766 255.078 241.966
0.0072497 255.966 261.737
0.00746851 256.41 281.388
0.00769407 256.854 300.8
0.0079247 256.854 319.914
0.00816166 256.632 338.729
0.00840328 255.966 357.066
0.00864911 255.3 374.925
0.00889917 254.412 392.307
0.00915261 253.302 409.091
0.00940986 252.192 425.218
0.00967174 250.86 440.688
0.00993363 249.306 455.382
0.0101997 247.752 469.358
0.0104659 245.976 482.618
0.0107362 244.422 495.042
0.0110108 242.646 506.63
0.0112853 241.092 517.381
0.0115599 239.316 527.296
0.0118387 237.762 536.435
0.0121174 236.208 544.678
0.0124004 234.432 552.204
0.0126877 233.322 558.894
0.0129707 231.99 564.867
0.0132579 230.658 570.123
0.0135494 229.548 574.662
0.0138408 228.438 578.664
0.0141323 227.55 582.129
0.014428 226.884 584.996
0.0147279 225.996 587.445
0.0150278 225.33 589.475
0.0153277 224.886 591.148
0.0156276 224.442 592.522
0.0159359 223.998 593.597
0.0162401 223.554 594.493
0.0165484 223.332 595.15
0.0168568 223.11 595.687
0.0171693 222.888 596.105
0.0174777 222.666 596.404
0.0177945 222.444 596.643
0.0181071 222.444 596.822
0.0184196 222.222 597.001
0.0187322 222.222 597.061
0.019049 222.222 597.121
0.0193616 222.222 597.181
0.0196742 222 597.24
0.0199825 222 597.24
0.0209076 222 597.3
0.02612 222 597.3
0.0511033 222 597.3
